Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Application type","Stage of procedure","Cases / Persons",applied
2010,"United States of America",USA,-,-,G,N,FI,P,447
2010,"United States of America",USA,-,-,G,NR,FA,P,15
2010,"United States of America",USA,-,-,G,N,NA,P,5
2010,"United States of America",USA,-,-,G,N,AR,P,5
2010,Uzbekistan,UZB,-,-,U,N,FI,P,164
2010,Uzbekistan,UZB,-,-,G,A,AR,C,5
2010,Uzbekistan,UZB,-,-,G,N,FI,P,948
2010,Uzbekistan,UZB,-,-,G,NR,FA,P,24
2010,Uzbekistan,UZB,-,-,G,N,RA,P,5
2010,Uzbekistan,UZB,-,-,G,N,AR,P,166
2010,Uzbekistan,UZB,-,-,G,N,NA,P,17
2010,Uzbekistan,UZB,-,-,J,N,FA,P,305
2010,Uzbekistan,UZB,-,-,U,NR,FA,P,221
2010,Uzbekistan,UZB,-,-,G,N,FA,P,5
2010,Uzbekistan,UZB,-,-,U,NR,FI,P,5
2010,Uzbekistan,UZB,-,-,G,NR,FI,P,14
2010,Uzbekistan,UZB,-,-,G,N,TA,P,68
2010,Uzbekistan,UZB,-,-,G,N,JR,P,253
2010,Uzbekistan,UZB,-,-,U,R,RA,P,5
2010,Uzbekistan,UZB,-,-,G,A,AR,P,41
2010,Uzbekistan,UZB,-,-,G,A,EO,P,81
2010,Uzbekistan,UZB,-,-,G,N,IN,C,173
2010,"Saint Vincent and the Grenadines",VCT,-,-,G,N,FI,P,715
2010,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,N,FI,P,289
2010,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,NR,FA,P,36
2010,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,A,SP,P,5
2010,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,N,AR,P,5
2010,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,NR,FI,P,10
2010,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,N,JR,P,5
2010,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,A,EO,P,120
2010,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,N,IN,C,464
2010,"Western Sahara",ESH,-,-,G,NR,FA,P,5
2010,"Western Sahara",ESH,-,-,G,N,FI,P,56
2010,"Western Sahara",ESH,-,-,G,NR,FI,P,5
2010,Yemen,YEM,-,-,U,N,FI,P,123
2010,Yemen,YEM,-,-,G,NR,FA,P,5
2010,Yemen,YEM,-,-,G,N,FI,P,416
2010,Yemen,YEM,-,-,G,N,NA,P,17
2010,Yemen,YEM,-,-,U,A,AR,P,15
2010,Yemen,YEM,-,-,U,R,RA,P,5
2010,Yemen,YEM,-,-,U,NR,FI,P,12
2010,Yemen,YEM,-,-,G,N,AR,P,85
2010,Yemen,YEM,-,-,G,N,JR,P,81
2010,Yemen,YEM,-,-,G,R,RA,P,28
2010,Yemen,YEM,-,-,G,A,EO,P,27
2010,Yemen,YEM,-,-,G,N,IN,C,50
2010,Zambia,ZMB,-,-,G,N,FI,P,308
2010,Zambia,ZMB,-,-,G,A,AR,P,5
2010,Zambia,ZMB,-,-,G,A,EO,P,5
2010,Zambia,ZMB,-,-,G,N,IN,C,5
2010,Zimbabwe,ZWE,-,-,G,A,AR,C,78
2010,Zimbabwe,ZWE,-,-,G,N,FI,P,149052
2010,Zimbabwe,ZWE,-,-,G,NR,FA,P,72
2010,Zimbabwe,ZWE,-,-,G,R,RA,P,539
2010,Zimbabwe,ZWE,-,-,G,N,NA,P,35
2010,Zimbabwe,ZWE,-,-,G,R,AR,P,37
2010,Zimbabwe,ZWE,-,-,G,A,SP,P,78
2010,Zimbabwe,ZWE,-,-,U,A,AR,P,5
2010,Zimbabwe,ZWE,-,-,U,N,FI,P,10
2010,Zimbabwe,ZWE,-,-,G,N,AR,P,53
2010,Zimbabwe,ZWE,-,-,G,NR,FI,P,5
2010,Zimbabwe,ZWE,-,-,G,A,EO,P,31
2010,Zimbabwe,ZWE,-,-,G,N,IN,C,106
2011,Afghanistan,AFG,-,-,U,N,FI,P,4252
2011,Afghanistan,AFG,-,-,G,N,AR,C,16
2011,Afghanistan,AFG,-,-,G,N,FI,P,21458
2011,Afghanistan,AFG,-,-,G,NR,FA,P,3679
2011,Afghanistan,AFG,-,-,G,A,AR,C,1003
2011,Afghanistan,AFG,-,-,G,R,RA,P,1307
2011,Afghanistan,AFG,-,-,G,A,AR,P,100
2011,Afghanistan,AFG,-,-,G,N,FA,P,1518
2011,Afghanistan,AFG,-,-,U,NR,FA,P,3104
2011,Afghanistan,AFG,-,-,G,N,RA,P,28
2011,Afghanistan,AFG,-,-,G,N,NA,P,7767
2011,Afghanistan,AFG,-,-,U,A,AR,P,655
2011,Afghanistan,AFG,-,-,G,N,AR,P,2436
2011,Afghanistan,AFG,-,-,G,R,FI,P,718
2011,Afghanistan,AFG,-,-,U,N,AR,P,679
2011,Afghanistan,AFG,-,-,G,NR,FI,P,79
2011,Afghanistan,AFG,-,-,G,SP,SP,P,53
2011,Afghanistan,AFG,-,-,U,N,FA,P,5
2011,Afghanistan,AFG,-,-,U,NR,FI,P,56
2011,Afghanistan,AFG,-,-,G,R,FA,P,127
2011,Afghanistan,AFG,-,-,G,R,TA,P,465
2011,Afghanistan,AFG,-,-,G,NR,FI,C,75
2011,Afghanistan,AFG,-,-,U,R,RA,P,10
2011,Afghanistan,AFG,-,-,U,A,FA,P,11
2011,Afghanistan,AFG,-,-,G,A,JR,C,394
2011,Afghanistan,AFG,-,-,G,A,EO,P,63
2011,Afghanistan,AFG,-,-,G,N,IN,C,159
2011,Albania,ALB,-,-,G,N,AR,C,21
2011,Albania,ALB,-,-,G,N,FI,P,3048
2011,Albania,ALB,-,-,G,NR,FA,P,17
2011,Albania,ALB,-,-,G,R,RA,P,180
2011,Albania,ALB,-,-,G,N,RA,P,35
2011,Albania,ALB,-,-,G,A,AR,C,104
2011,Albania,ALB,-,-,G,N,NA,P,78
2011,Albania,ALB,-,-,G,A,AR,P,21
2011,Albania,ALB,-,-,G,NR,FI,P,35
2011,Albania,ALB,-,-,G,SP,SP,P,19
2011,Albania,ALB,-,-,G,J,JR,P,5
2011,Albania,ALB,-,-,G,N,AR,P,148
2011,Albania,ALB,-,-,G,R,FI,P,5
2011,Albania,ALB,-,-,G,A,EO,P,95
2011,Albania,ALB,-,-,G,N,IN,C,110
2011,Algeria,DZA,-,-,G,N,AR,C,5
2011,Algeria,DZA,-,-,G,NR,FA,P,512
2011,Algeria,DZA,-,-,G,N,FI,P,3433
2011,Algeria,DZA,-,-,G,R,RA,P,233
2011,Algeria,DZA,-,-,G,N,FA,P,48
2011,Algeria,DZA,-,-,G,A,AR,P,32
2011,Algeria,DZA,-,-,G,N,RA,P,40
2011,Algeria,DZA,-,-,G,A,AR,C,131
2011,Algeria,DZA,-,-,G,N,NA,P,487
2011,Algeria,DZA,-,-,G,R,FI,P,67
2011,Algeria,DZA,-,-,G,NR,FI,P,53
2011,Algeria,DZA,-,-,G,SP,SP,P,26
2011,Algeria,DZA,-,-,U,NR,FI,P,5
2011,Algeria,DZA,-,-,G,N,AR,P,188
2011,Algeria,DZA,-,-,G,R,FA,P,519
2011,Algeria,DZA,-,-,G,NR,FI,C,10
2011,Algeria,DZA,-,-,U,A,AR,P,10
2011,Algeria,DZA,-,-,U,N,FI,P,34
2011,Algeria,DZA,-,-,U,NA,FA,P,5
2011,Algeria,DZA,-,-,G,A,EO,P,13
2011,Algeria,DZA,-,-,G,N,IN,C,24
2011,Angola,AGO,-,-,G,NR,FA,P,14
2011,Angola,AGO,-,-,G,N,FI,P,1105
2011,Angola,AGO,-,-,G,R,RA,P,65
2011,Angola,AGO,-,-,G,N,FA,P,18
2011,Angola,AGO,-,-,G,N,RA,P,47
2011,Angola,AGO,-,-,G,A,AR,C,26
2011,Angola,AGO,-,-,G,N,NA,P,72
2011,Angola,AGO,-,-,G,A,AR,P,5
2011,Angola,AGO,-,-,G,NR,FI,P,16
2011,Angola,AGO,-,-,G,SP,SP,P,12
2011,Angola,AGO,-,-,G,N,AR,P,40
2011,Angola,AGO,-,-,G,R,FA,P,5
2011,Angola,AGO,-,-,G,R,TA,P,5
2011,Angola,AGO,-,-,G,A,EO,P,5
2011,Angola,AGO,-,-,G,N,IN,C,12
2011,"Antigua and Barbuda",ATG,-,-,G,N,FI,P,31
2011,Egypt,EGY,-,-,G,N,AR,C,297
2011,Egypt,EGY,-,-,G,N,FI,P,2699
2011,Egypt,EGY,-,-,G,NR,FA,P,134
2011,Egypt,EGY,-,-,G,R,RA,P,74
2011,Egypt,EGY,-,-,G,N,FA,P,15
2011,Egypt,EGY,-,-,G,A,AR,P,123
2011,Egypt,EGY,-,-,G,N,RA,P,5
2011,Egypt,EGY,-,-,G,A,AR,C,66
2011,Egypt,EGY,-,-,G,N,NA,P,177
2011,Egypt,EGY,-,-,U,A,AR,P,10
2011,Egypt,EGY,-,-,U,N,FI,P,103
2011,Egypt,EGY,-,-,G,R,FI,P,25
2011,Egypt,EGY,-,-,U,NR,FA,P,236
2011,Egypt,EGY,-,-,G,NR,FI,P,29
2011,Egypt,EGY,-,-,G,SP,SP,P,5
2011,Egypt,EGY,-,-,U,NR,AR,P,5
2011,Egypt,EGY,-,-,U,NR,FI,P,10
2011,Egypt,EGY,-,-,G,NA,FA,P,10
2011,Egypt,EGY,-,-,G,N,AR,P,138
2011,Egypt,EGY,-,-,G,R,FA,P,22
2011,Egypt,EGY,-,-,G,R,TA,P,5
2011,Egypt,EGY,-,-,U,NA,FA,P,21
2011,Egypt,EGY,-,-,U,R,RA,P,5
2011,Egypt,EGY,-,-,G,A,EO,P,80
2011,Egypt,EGY,-,-,G,N,IN,C,1056
2011,Argentina,ARG,-,-,G,N,FI,P,27
2011,Argentina,ARG,-,-,G,N,FA,P,18
2011,Argentina,ARG,-,-,G,A,EO,P,32
2011,Argentina,ARG,-,-,G,N,IN,C,28
2011,Armenia,ARM,-,-,G,N,FI,P,5483
2011,Armenia,ARM,-,-,G,NR,FA,P,229
2011,Armenia,ARM,-,-,U,N,FI,P,5
2011,Armenia,ARM,-,-,G,R,RA,P,670
2011,Armenia,ARM,-,-,G,N,FA,P,37
2011,Armenia,ARM,-,-,G,A,AR,P,20
2011,Armenia,ARM,-,-,G,N,RA,P,560
2011,Armenia,ARM,-,-,G,A,AR,C,10
2011,Armenia,ARM,-,-,G,N,NA,P,335
2011,Armenia,ARM,-,-,G,R,FI,P,12
2011,Armenia,ARM,-,-,G,NR,FI,P,10
2011,Armenia,ARM,-,-,G,SP,SP,P,5
2011,Armenia,ARM,-,-,G,N,AR,P,250
2011,Armenia,ARM,-,-,G,R,FA,P,23
2011,Armenia,ARM,-,-,G,NR,FI,C,10
2011,Armenia,ARM,-,-,G,A,EO,P,65
2011,Armenia,ARM,-,-,G,N,IN,C,97
2011,Australia,AUS,-,-,G,N,FI,P,5
2011,Australia,AUS,-,-,G,A,EO,P,5
2011,Austria,AUT,-,-,G,N,FI,P,5
2011,Azerbaijan,AZE,-,-,G,NR,FA,P,89
2011,Azerbaijan,AZE,-,-,G,N,FI,P,1582
2011,Azerbaijan,AZE,-,-,G,R,RA,P,156
2011,Azerbaijan,AZE,-,-,G,N,RA,P,104
2011,Azerbaijan,AZE,-,-,G,A,AR,C,5
2011,Azerbaijan,AZE,-,-,G,N,NA,P,646
2011,Azerbaijan,AZE,-,-,G,N,AR,P,324
2011,Azerbaijan,AZE,-,-,G,R,FA,P,5
2011,Azerbaijan,AZE,-,-,G,R,TA,P,10
2011,Azerbaijan,AZE,-,-,U,N,FI,P,5
2011,Azerbaijan,AZE,-,-,G,N,FA,P,12
2011,Azerbaijan,AZE,-,-,G,A,JR,C,5
2011,Azerbaijan,AZE,-,-,G,A,EO,P,15
2011,Azerbaijan,AZE,-,-,G,N,IN,C,53
2011,Bahrain,BHR,-,-,G,N,AR,C,5
2011,Bahrain,BHR,-,-,G,N,FI,P,192
2011,Bahrain,BHR,-,-,G,A,AR,C,18
2011,Bahrain,BHR,-,-,G,N,IN,C,18
2011,Barbados,BRB,-,-,G,N,FI,P,71
2011,Burundi,BDI,-,-,U,N,FI,P,81
2011,Burundi,BDI,-,-,G,N,FI,P,2239
2011,Burundi,BDI,-,-,G,R,RA,P,91
2011,Burundi,BDI,-,-,G,A,FA,P,10
2011,Burundi,BDI,-,-,U,N,FA,P,5
2011,Burundi,BDI,-,-,G,N,FA,P,5
2011,Burundi,BDI,-,-,G,A,AR,C,5
2011,Burundi,BDI,-,-,G,N,NA,P,10
2011,Burundi,BDI,-,-,U,NR,AR,P,1369
2011,Burundi,BDI,-,-,U,NR,FI,P,5
2011,Burundi,BDI,-,-,G,A,AR,P,204
2011,Burundi,BDI,-,-,G,NR,FI,P,670
2011,Burundi,BDI,-,-,G,N,AR,P,61
2011,Burundi,BDI,-,-,J,N,FI,P,10
2011,Burundi,BDI,-,-,G,NA,FA,P,1501
2011,Burundi,BDI,-,-,G,A,EO,P,16
2011,Burundi,BDI,-,-,G,N,IN,C,105
2011,Belgium,BEL,-,-,G,N,FI,P,5
2011,Belgium,BEL,-,-,G,A,EO,P,5
2011,Benin,BEN,-,-,U,A,AR,P,15
2011,Benin,BEN,-,-,U,N,FI,P,20
2011,Benin,BEN,-,-,G,NR,FA,P,5
2011,Benin,BEN,-,-,G,N,FI,P,226
2011,Benin,BEN,-,-,G,R,RA,P,15
2011,Benin,BEN,-,-,G,A,AR,P,5
2011,Benin,BEN,-,-,G,A,AR,C,5
2011,Benin,BEN,-,-,G,N,NA,P,58
2011,Benin,BEN,-,-,G,N,AR,P,10
2011,Benin,BEN,-,-,G,A,EO,P,5
2011,Benin,BEN,-,-,G,N,IN,C,19
2011,Bermuda,BMU,-,-,G,N,FI,P,5
2011,Bangladesh,BGD,-,-,G,N,FI,P,12932
2011,Bangladesh,BGD,-,-,G,N,AR,C,93
2011,Bangladesh,BGD,-,-,G,NR,FA,P,125
2011,Bangladesh,BGD,-,-,G,R,RA,P,76
2011,Bangladesh,BGD,-,-,G,N,FA,P,47
2011,Bangladesh,BGD,-,-,G,A,AR,P,190
2011,Bangladesh,BGD,-,-,G,N,RA,P,566
2011,Bangladesh,BGD,-,-,G,A,AR,C,245
2011,Bangladesh,BGD,-,-,G,N,NA,P,143
2011,Bangladesh,BGD,-,-,U,A,AR,P,10
2011,Bangladesh,BGD,-,-,U,N,FI,P,46
2011,Bangladesh,BGD,-,-,U,R,RA,P,5
2011,Bangladesh,BGD,-,-,G,R,FI,P,5
2011,Bangladesh,BGD,-,-,G,NR,FI,P,22
2011,Bangladesh,BGD,-,-,G,SP,SP,P,23
2011,Bangladesh,BGD,-,-,U,NR,FA,P,5
2011,Bangladesh,BGD,-,-,U,NR,FI,P,5
2011,Bangladesh,BGD,-,-,G,N,AR,P,146
2011,Bangladesh,BGD,-,-,G,R,FA,P,25
2011,Bangladesh,BGD,-,-,G,NR,FI,C,10
2011,Bangladesh,BGD,-,-,G,A,JR,C,15
2011,Bangladesh,BGD,-,-,G,A,EO,P,220
2011,Bangladesh,BGD,-,-,G,N,IN,C,146
2011,Bahamas,BHS,-,-,G,N,FI,P,25
2011,Bahamas,BHS,-,-,G,A,EO,P,18
2011,Bahamas,BHS,-,-,G,N,IN,C,5
2011,Bhutan,BTN,-,-,G,N,FI,P,109
2011,Bhutan,BTN,-,-,G,R,RA,P,5
2011,Bhutan,BTN,-,-,G,N,RA,P,5
2011,Bhutan,BTN,-,-,G,A,AR,C,5
2011,Bhutan,BTN,-,-,G,N,NA,P,5
2011,Bhutan,BTN,-,-,G,SP,SP,P,5
2011,Bhutan,BTN,-,-,G,N,IN,C,5
2011,"Burkina Faso",BFA,-,-,G,N,FI,P,1032
2011,"Burkina Faso",BFA,-,-,G,R,RA,P,35
2011,"Burkina Faso",BFA,-,-,U,N,FA,P,19
2011,"Burkina Faso",BFA,-,-,G,N,NA,P,52
2011,"Burkina Faso",BFA,-,-,J,N,FA,P,5
2011,"Burkina Faso",BFA,-,-,U,N,FI,P,5
2011,"Burkina Faso",BFA,-,-,G,A,AR,P,10
2011,"Burkina Faso",BFA,-,-,G,N,AR,P,5
2011,"Burkina Faso",BFA,-,-,G,A,EO,P,10
2011,"Burkina Faso",BFA,-,-,G,N,IN,C,178
2011,Belarus,BLR,-,-,G,NR,FA,P,38
2011,Belarus,BLR,-,-,G,N,FI,P,1387
2011,Belarus,BLR,-,-,G,R,RA,P,67
2011,Belarus,BLR,-,-,G,N,RA,P,11
2011,Belarus,BLR,-,-,G,A,AR,C,11
2011,Belarus,BLR,-,-,G,N,NA,P,79
2011,Belarus,BLR,-,-,G,N,AR,P,211
2011,Belarus,BLR,-,-,G,A,JR,C,5
2011,Belarus,BLR,-,-,G,A,EO,P,26
2011,Belarus,BLR,-,-,G,N,IN,C,329
2011,"Bolivia (Plurinational State of)",BOL,-,-,G,NR,FA,P,5
2011,"Bolivia (Plurinational State of)",BOL,-,-,G,N,FI,P,154
2011,"Bolivia (Plurinational State of)",BOL,-,-,G,A,AR,C,5
2011,"Bolivia (Plurinational State of)",BOL,-,-,G,A,AR,P,5
2011,"Bolivia (Plurinational State of)",BOL,-,-,G,NR,FI,P,5
2011,"Bolivia (Plurinational State of)",BOL,-,-,G,N,AR,P,30
2011,"Bolivia (Plurinational State of)",BOL,-,-,G,A,EO,P,12
2011,"Bolivia (Plurinational State of)",BOL,-,-,G,N,IN,C,45
2011,Botswana,BWA,-,-,G,N,FI,P,139
2011,Botswana,BWA,-,-,G,A,AR,C,10
2011,Brazil,BRA,-,-,G,N,AR,C,11
2011,Brazil,BRA,-,-,G,N,FI,P,200
2011,Brazil,BRA,-,-,G,A,AR,C,5
2011,Brazil,BRA,-,-,G,N,NA,P,5
2011,Brazil,BRA,-,-,G,A,AR,P,5
2011,Brazil,BRA,-,-,G,NR,FI,P,10
2011,Brazil,BRA,-,-,G,SP,SP,P,5
2011,Brazil,BRA,-,-,G,N,AR,P,15
2011,Brazil,BRA,-,-,G,A,EO,P,156
2011,Brazil,BRA,-,-,G,N,IN,C,184
2011,"Bosnia and Herzegovina",BIH,-,-,G,NR,FA,P,64
2011,"Bosnia and Herzegovina",BIH,-,-,G,N,FI,P,2410
2011,"Bosnia and Herzegovina",BIH,-,-,G,R,RA,P,133
2011,"Bosnia and Herzegovina",BIH,-,-,G,A,AR,P,10
2011,"Bosnia and Herzegovina",BIH,-,-,G,N,RA,P,27
2011,"Bosnia and Herzegovina",BIH,-,-,G,N,NA,P,305
2011,"Bosnia and Herzegovina",BIH,-,-,G,N,AR,P,266
2011,"Bosnia and Herzegovina",BIH,-,-,G,J,JR,P,5
2011,"Bosnia and Herzegovina",BIH,-,-,G,R,FI,P,10
2011,"Bosnia and Herzegovina",BIH,-,-,G,A,EO,P,34
2011,"Bosnia and Herzegovina",BIH,-,-,G,N,IN,C,11
2011,Bulgaria,BGR,-,-,G,N,FI,P,328
2011,Bulgaria,BGR,-,-,G,R,RA,P,46
2011,Bulgaria,BGR,-,-,G,N,NA,P,14
2011,Bulgaria,BGR,-,-,G,N,AR,P,5
2011,Bulgaria,BGR,-,-,G,A,EO,P,22
2011,Bulgaria,BGR,-,-,G,N,IN,C,25
2011,Belize,BLZ,-,-,G,N,FI,P,5
2011,Belize,BLZ,-,-,G,A,EO,P,30
2011,Belize,BLZ,-,-,G,N,IN,C,10
2011,Cambodia,KHM,-,-,G,N,AR,C,12
2011,Cambodia,KHM,-,-,G,N,FI,P,116
2011,Cambodia,KHM,-,-,G,N,NA,P,13
2011,Cambodia,KHM,-,-,U,NR,FI,P,5
2011,Cambodia,KHM,-,-,G,R,RA,P,5
2011,Cambodia,KHM,-,-,G,R,TA,P,5
2011,Cambodia,KHM,-,-,U,N,FI,P,22
2011,Cambodia,KHM,-,-,U,R,RA,P,10
2011,Cambodia,KHM,-,-,G,A,EO,P,20
2011,Cambodia,KHM,-,-,G,N,IN,C,10
2011,Canada,CAN,-,-,G,N,FI,P,20
2011,Canada,CAN,-,-,G,A,EO,P,12
2011,Canada,CAN,-,-,G,N,IN,C,5
2011,"Central African Rep.",CAF,-,-,U,N,FI,P,10
2011,"Central African Rep.",CAF,-,-,G,NR,FA,P,5
2011,"Central African Rep.",CAF,-,-,G,N,FI,P,100
2011,"Central African Rep.",CAF,-,-,J,N,FI,P,951
2011,"Central African Rep.",CAF,-,-,U,N,FA,P,1280
2011,"Central African Rep.",CAF,-,-,U,R,RA,P,106
2011,"Central African Rep.",CAF,-,-,G,N,FA,P,21
2011,"Central African Rep.",CAF,-,-,G,N,RA,P,5
2011,"Central African Rep.",CAF,-,-,J,N,FA,P,10
2011,"Central African Rep.",CAF,-,-,U,NA,FA,P,5
2011,"Central African Rep.",CAF,-,-,G,A,EO,P,5
2011,"Central African Rep.",CAF,-,-,G,N,IN,C,15
2011,Chad,TCD,-,-,U,N,FI,P,54
2011,Chad,TCD,-,-,G,NR,FA,P,219
2011,Chad,TCD,-,-,G,N,FI,P,1461
2011,Chad,TCD,-,-,G,R,RA,P,5
2011,Chad,TCD,-,-,G,A,AR,P,16
2011,Chad,TCD,-,-,U,N,FA,P,335
2011,Chad,TCD,-,-,U,R,RA,P,81
2011,Chad,TCD,-,-,G,N,FA,P,23
2011,Chad,TCD,-,-,G,N,RA,P,14
2011,Chad,TCD,-,-,G,A,AR,C,5
2011,Chad,TCD,-,-,J,N,FA,P,37
2011,Chad,TCD,-,-,U,NR,FA,P,5
2011,Chad,TCD,-,-,G,N,AR,P,5
2011,Chad,TCD,-,-,U,NR,FI,P,11
2011,Chad,TCD,-,-,U,NA,FA,P,176
2011,Chad,TCD,-,-,U,A,AR,P,5
2011,Chad,TCD,-,-,G,A,EO,P,5
2011,Chad,TCD,-,-,G,N,IN,C,10
2011,China,CHN,-,-,G,N,AR,C,938
2011,China,CHN,-,-,G,N,FI,P,9561
2011,China,CHN,-,-,G,NR,FA,P,248
2011,China,CHN,-,-,G,R,RA,P,352
2011,China,CHN,-,-,G,N,FA,P,10
2011,China,CHN,-,-,G,A,AR,P,66
2011,China,CHN,-,-,G,N,RA,P,96
2011,China,CHN,-,-,G,A,AR,C,466
2011,China,CHN,-,-,G,N,NA,P,339
2011,China,CHN,-,-,G,R,FI,P,15
2011,China,CHN,-,-,U,NR,FA,P,26
2011,China,CHN,-,-,G,NR,FI,P,161
2011,China,CHN,-,-,G,SP,SP,P,23
2011,China,CHN,-,-,U,A,AR,P,15
2011,China,CHN,-,-,U,NR,FI,P,20
2011,China,CHN,-,-,U,NA,FI,P,5
2011,China,CHN,-,-,G,N,AR,P,110
2011,China,CHN,-,-,G,R,FA,P,76
2011,China,CHN,-,-,G,NR,FI,C,13
2011,China,CHN,-,-,U,N,FI,P,98
2011,China,CHN,-,-,U,R,RA,P,18
2011,China,CHN,-,-,G,A,EO,P,2018
2011,China,CHN,-,-,G,N,IN,C,13631
2011,Chile,CHL,-,-,G,N,FI,P,89
2011,Chile,CHL,-,-,G,N,FA,P,5
2011,Chile,CHL,-,-,G,A,AR,P,5
2011,Chile,CHL,-,-,G,NR,FI,P,5
2011,Chile,CHL,-,-,G,N,AR,P,12
2011,Chile,CHL,-,-,G,A,EO,P,10
2011,Chile,CHL,-,-,G,N,IN,C,14
2011,Cameroon,CMR,-,-,U,A,AR,P,40
2011,Cameroon,CMR,-,-,U,N,FI,P,521
2011,Cameroon,CMR,-,-,U,R,RA,P,5
2011,Cameroon,CMR,-,-,G,N,FI,P,2120
2011,Cameroon,CMR,-,-,G,N,AR,C,5
2011,Cameroon,CMR,-,-,G,NR,FA,P,39
2011,Cameroon,CMR,-,-,G,R,RA,P,153
2011,Cameroon,CMR,-,-,G,A,AR,P,121
2011,Cameroon,CMR,-,-,G,N,FA,P,20
2011,Cameroon,CMR,-,-,G,N,RA,P,14
2011,Cameroon,CMR,-,-,G,A,AR,C,46
2011,Cameroon,CMR,-,-,G,N,NA,P,190
2011,Cameroon,CMR,-,-,G,R,FI,P,5
2011,Cameroon,CMR,-,-,U,NR,FA,P,17
2011,Cameroon,CMR,-,-,G,NR,FI,P,24
2011,Cameroon,CMR,-,-,G,SP,SP,P,27
2011,Cameroon,CMR,-,-,U,N,FA,P,5
2011,Cameroon,CMR,-,-,G,N,AR,P,50
2011,Cameroon,CMR,-,-,G,R,FA,P,38
2011,Cameroon,CMR,-,-,G,A,JR,C,43
2011,Cameroon,CMR,-,-,G,A,EO,P,69
2011,Cameroon,CMR,-,-,G,N,IN,C,444
2011,Congo,COG,-,-,U,N,FI,P,30
2011,Congo,COG,-,-,G,NR,FA,P,31
2011,Congo,COG,-,-,G,N,FI,P,2768
2011,Congo,COG,-,-,U,N,FA,P,10
2011,Congo,COG,-,-,G,N,RA,P,69
2011,Congo,COG,-,-,G,N,FA,P,75
2011,Congo,COG,-,-,G,A,AR,C,11
2011,Congo,COG,-,-,G,N,NA,P,23
2011,Congo,COG,-,-,G,R,RA,P,20
2011,Congo,COG,-,-,J,N,FA,P,24
2011,Congo,COG,-,-,G,A,AR,P,5
2011,Congo,COG,-,-,G,NR,FI,P,10
2011,Congo,COG,-,-,G,SP,SP,P,10
2011,Congo,COG,-,-,U,NR,AR,P,12
2011,Congo,COG,-,-,G,N,AR,P,10
2011,Congo,COG,-,-,G,R,FA,P,5
2011,Congo,COG,-,-,G,R,TA,P,5
2011,Congo,COG,-,-,U,NA,FA,P,5
2011,Congo,COG,-,-,G,A,JR,C,11
2011,Congo,COG,-,-,G,A,EO,P,15
2011,Congo,COG,-,-,G,N,IN,C,183
2011,"Dem. Rep. of the Congo",COD,-,-,U,A,AR,P,131
2011,"Dem. Rep. of the Congo",COD,-,-,U,N,FI,P,415
2011,"Dem. Rep. of the Congo",COD,-,-,G,NR,FA,P,4288
2011,"Dem. Rep. of the Congo",COD,-,-,G,N,FI,P,18940
2011,"Dem. Rep. of the Congo",COD,-,-,G,N,AR,C,5
2011,"Dem. Rep. of the Congo",COD,-,-,G,R,RA,P,170
2011,"Dem. Rep. of the Congo",COD,-,-,G,A,FA,P,25
2011,"Dem. Rep. of the Congo",COD,-,-,J,N,FI,P,147
2011,"Dem. Rep. of the Congo",COD,-,-,U,N,FA,P,214
2011,"Dem. Rep. of the Congo",COD,-,-,U,R,RA,P,25
2011,"Dem. Rep. of the Congo",COD,-,-,G,N,FA,P,496
2011,"Dem. Rep. of the Congo",COD,-,-,G,N,RA,P,265
2011,"Dem. Rep. of the Congo",COD,-,-,G,A,AR,C,109
2011,"Dem. Rep. of the Congo",COD,-,-,G,N,NA,P,190
2011,"Dem. Rep. of the Congo",COD,-,-,J,N,FA,P,28
2011,"Dem. Rep. of the Congo",COD,-,-,G,R,FI,P,15
2011,"Dem. Rep. of the Congo",COD,-,-,U,N,AR,P,12
2011,"Dem. Rep. of the Congo",COD,-,-,U,NR,FA,P,15
2011,"Dem. Rep. of the Congo",COD,-,-,G,A,AR,P,145
2011,"Dem. Rep. of the Congo",COD,-,-,G,NR,FI,P,2201
2011,"Dem. Rep. of the Congo",COD,-,-,G,SP,SP,P,60
2011,"Dem. Rep. of the Congo",COD,-,-,U,NR,AR,P,2941
2011,"Dem. Rep. of the Congo",COD,-,-,U,NR,FI,P,15
2011,"Dem. Rep. of the Congo",COD,-,-,G,J,JR,P,5
2011,"Dem. Rep. of the Congo",COD,-,-,G,NA,FA,P,4309
2011,"Dem. Rep. of the Congo",COD,-,-,G,N,AR,P,188
2011,"Dem. Rep. of the Congo",COD,-,-,G,R,FA,P,14
2011,"Dem. Rep. of the Congo",COD,-,-,G,R,TA,P,5
2011,"Dem. Rep. of the Congo",COD,-,-,G,NR,FI,C,5
2011,"Dem. Rep. of the Congo",COD,-,-,U,NA,FA,P,5
