Country,Year,undesa_net_migration_rate_per_1000
Eastern Africa,1995,-2.151
Burundi,1995,-11.203
Comoros,1995,-1.353
Djibouti,1995,-14.745
Eritrea,1995,-28.212
Ethiopia,1995,5.557
Kenya,1995,1.721
Madagascar,1995,-0.152
Malawi,1995,-17.91
Mauritius,1995,-1.027
Mayotte,1995,19.699
Mozambique,1995,9.025
Reunion,1995,2.987
Rwanda,1995,-41.881
Seychelles,1995,1.367
Somalia,1995,-22.342
South Sudan,1995,-41.357
Uganda,1995,1.165
 Tanzania,1995,4.259
Zambia,1995,-3.502
Zimbabwe,1995,-5.461
Middle Africa,1995,3.786
Angola,1995,2.215
Cameroon,1995,-0.756
Central African Republic,1995,3.317
Chad,1995,-0.32
Congo,1995,1.78
Democratic Republic of Congo,1995,6.758
Equatorial Guinea,1995,8.735
Gabon,1995,0.983
Sao Tome and Principe,1995,-8.927
Southern Africa,1995,3.708
Botswana,1995,3.526
Eswatini,1995,-5.317
Lesotho,1995,-0.87
Namibia,1995,-2.258
South Africa,1995,4.36
Western Africa,1995,-1.183
Benin,1995,2.509
Burkina Faso,1995,-3.174
Cape Verde,1995,-3.521
Cote d'Ivoire,1995,5.742
Gambia,1995,0.503
Ghana,1995,-0.201
Guinea,1995,-3.963
Guinea-Bissau,1995,-5.813
Liberia,1995,-28.151
Mali,1995,-3.848
Mauritania,1995,-4.105
Niger,1995,-0.061
Nigeria,1995,-0.189
Senegal,1995,-1.899
Sierra Leone,1995,-20.873
Togo,1995,-5.825
Northern Africa and Western Asia,1995,-0.103
Northern Africa,1995,-0.342
Algeria,1995,-0.944
Egypt,1995,-1.555
Libya,1995,0.169
Morocco,1995,-3.603
Sudan,1995,5.839
Tunisia,1995,3.232
Western Sahara,1995,10.15
Western Asia,1995,0.122
Armenia,1995,-29.386
Azerbaijan,1995,-3.066
Bahrain,1995,2.069
Cyprus,1995,10.652
Georgia,1995,-22.793
Iraq,1995,-1.64
Israel,1995,18.583
Jordan,1995,20.232
Kuwait,1995,-70.787
Lebanon,1995,24.639
Oman,1995,10.427
Qatar,1995,-4.095
Saudi Arabia,1995,-1.262
Palestine,1995,2.966
Syria,1995,-1.045
Turkey,1995,-0.427
United Arab Emirates,1995,34.7
Yemen,1995,9.132
 Central and Southern Asia,1995,-0.41
Central Asia,1995,-8.624
Kazakhstan,1995,-17.868
Kyrgyzstan,1995,-12.362
Tajikistan,1995,-8.41
Turkmenistan,1995,2.212
Uzbekistan,1995,-2.989
Southern Asia,1995,-0.072
Afghanistan,1995,40.316
Bangladesh,1995,-1.491
Bhutan,1995,-21.987
India,1995,-0.12
Iran,1995,-3.05
Maldives,1995,-2.575
Nepal,1995,0.752
Pakistan,1995,-1.769
Sri Lanka,1995,-2.876
 Eastern and South-Eastern Asia,1995,-0.235
Eastern Asia,1995,-0.101
China,1995,-0.129
Hong Kong,1995,5.299
Macao,1995,11.981
 Taiwan,1995,-1.434
North Korea,1995,0
Japan,1995,0.074
Mongolia,1995,-7.892
South Korea,1995,0.324
South-Eastern Asia,1995,-0.648
Brunei,1995,3.433
Cambodia,1995,8.342
Indonesia,1995,-0.037
Laos,1995,-2.661
Malaysia,1995,3.036
Myanmar,1995,-3.349
Philippines,1995,-2.123
Singapore,1995,18.22
Thailand,1995,-2.094
Timor-Leste,1995,0
Vietnam,1995,-1.104
Latin America and the Caribbean,1995,-1.859
Caribbean,1995,-3.363
Antigua and Barbuda,1995,6.802
Aruba,1995,39.917
Bahamas,1995,-0.24
Barbados,1995,-4.094
Cuba,1995,-2.234
Curacao,1995,-15.855
Dominican Republic,1995,-3.856
Grenada,1995,-8.565
Guadeloupe,1995,-4.133
Haiti,1995,-3.788
Jamaica,1995,-8.888
Martinique,1995,-3.712
Puerto Rico,1995,-0.017
Saint Lucia,1995,-7.064
Saint Vincent and the Grenadines,1995,-16.186
Trinidad and Tobago,1995,-5.302
United States Virgin Islands,1995,-8.748
Central America,1995,-4.685
Belize,1995,-9.136
Costa Rica,1995,4.153
El Salvador,1995,-9.732
Guatemala,1995,-7.472
Honduras,1995,-2.926
Mexico,1995,-4.598
Nicaragua,1995,-5.441
Panama,1995,0.15
South America,1995,-0.6
Argentina,1995,-0.623
Bolivia,1995,-1.427
Brazil,1995,0
Chile,1995,0.052
Colombia,1995,-1.657
Ecuador,1995,-0.35
French Guiana,1995,7.031
Guyana,1995,-15.384
Paraguay,1995,-1.386
Peru,1995,-3.059
Suriname,1995,-2.453
Uruguay,1995,-1.263
Venezuela,1995,-0.022
Australia/New Zealand,1995,4.465
Australia,1995,4.018
New Zealand,1995,6.674
Oceania (excluding Australia and New Zealand),1995,-2.823
Melanesia,1995,-1.777
Fiji,1995,-8.99
New Caledonia,1995,6.961
Papua New Guinea,1995,-0.862
Solomon Islands,1995,-3.982
Vanuatu,1995,-1.205
Micronesia (country),1995,-6.077
Guam,1995,2.52
Kiribati,1995,-11.817
Micronesia (region),1995,-3.261
Polynesia,1995,-12.007
French Polynesia,1995,-3.277
Samoa,1995,-16.822
Tonga,1995,-22.989
Europe and Northern America,1995,2.002
Europe,1995,1.373
Eastern Europe,1995,0.935
Belarus,1995,-1.247
Bulgaria,1995,-8.28
Czechia,1995,0.58
Hungary,1995,1.93
Poland,1995,-0.837
Moldova,1995,-6.063
Romania,1995,-4.478
Russia,1995,3.368
Slovakia,1995,-0.567
Ukraine,1995,0.291
Northern Europe,1995,0.38
Channel Islands,1995,1.647
Denmark,1995,2.524
Estonia,1995,-14.925
Finland,1995,1.867
Iceland,1995,-0.807
Ireland,1995,-0.866
Latvia,1995,-9.006
Lithuania,1995,-5.479
Norway,1995,2.178
Sweden,1995,3.596
United Kingdom,1995,0.714
Southern Europe,1995,-0.274
Albania,1995,-27.705
Bosnia and Herzegovina,1995,-35.73
Croatia,1995,-6.114
Greece,1995,8.758
Italy,1995,0.535
Malta,1995,0.882
Montenegro,1995,-6.556
North Macedonia,1995,-10.062
Portugal,1995,2.984
Serbia,1995,3.677
Slovenia,1995,-1.747
Spain,1995,1.617
Western Europe,1995,3.985
Austria,1995,5.8
Belgium,1995,2.119
France,1995,0.427
Germany,1995,6.563
Luxembourg,1995,10.148
Netherlands,1995,2.45
Switzerland,1995,7.251
Northern America,1995,3.588
Canada,1995,4.871
United States,1995,3.452
World,2000,0
More developed regions,2000,2.228
Less developed regions,2000,-0.551
Least developed countries,2000,-1.389
"Less developed regions, excluding least developed countries",2000,-0.426
"Less developed regions, excluding China",2000,-0.744
Land-locked Developing Countries (LLDC),2000,-2.525
Small Island Developing States (SIDS),2000,-2.225
High-income countries,2000,2.545
Middle-income countries,2000,-0.47
Upper-middle-income countries,2000,-0.341
Lower-middle-income countries,2000,-0.601
Low-income countries,2000,-1.662
No income group available,2000,3.807
Africa,2000,-0.645
Asia,2000,-0.331
Europe,2000,0.871
Latin America and the Caribbean,2000,-1.858
Northern America,2000,6.354
Oceania,2000,2.031
Sub-Saharan Africa,2000,-0.296
Eastern Africa,2000,-0.342
Burundi,2000,-14.728
Comoros,2000,-2.358
Djibouti,2000,2.964
Eritrea,2000,-11.564
Ethiopia,2000,-0.505
Kenya,2000,-0.143
Madagascar,2000,-0.116
Malawi,2000,-1.127
Mauritius,2000,-1.531
Mayotte,2000,6.821
Mozambique,2000,-0.602
Reunion,2000,2.764
Rwanda,2000,36.164
Seychelles,2000,-0.647
Somalia,2000,0
South Sudan,2000,10.603
Uganda,2000,-1.634
 Tanzania,2000,-2.538
Zambia,2000,0.41
Zimbabwe,2000,-9.01
Middle Africa,2000,-1.384
Angola,2000,2.634
Cameroon,2000,-0.659
Central African Republic,2000,1.748
Chad,2000,1.808
Congo,2000,3.38
Democratic Republic of Congo,2000,-4.322
Equatorial Guinea,2000,12.694
Gabon,2000,1.654
Sao Tome and Principe,2000,-13.946
Southern Africa,2000,2.397
Botswana,2000,4.683
Eswatini,2000,-5.351
Lesotho,2000,-3.786
Namibia,2000,-2.475
South Africa,2000,2.962
Western Africa,2000,-0.405
Benin,2000,-0.089
Burkina Faso,2000,-2.535
Cape Verde,2000,-2.671
Cote d'Ivoire,2000,2.349
Gambia,2000,-0.747
Ghana,2000,-1.4
Guinea,2000,-4.67
Guinea-Bissau,2000,-7.19
Liberia,2000,37.845
Mali,2000,-2.765
Mauritania,2000,-3.56
Niger,2000,-0.191
Nigeria,2000,-0.165
Senegal,2000,-4.923
Sierra Leone,2000,-6.75
Togo,2000,3.497
Northern Africa and Western Asia,2000,-1.449
Northern Africa,2000,-1.924
Algeria,2000,-1.1
Egypt,2000,-0.643
Libya,2000,-2.226
Morocco,2000,-3.819
Sudan,2000,-4.693
Tunisia,2000,-0.845
Western Sahara,2000,21.448
Western Asia,2000,-1.005
Armenia,2000,-14.244
Azerbaijan,2000,-2.814
Bahrain,2000,12.759
Cyprus,2000,11.844
Georgia,2000,-27.996
Iraq,2000,-0.164
Israel,2000,8.748
Jordan,2000,-6.184
Kuwait,2000,26.513
Lebanon,2000,-1.597
Oman,2000,-17.295
Qatar,2000,10.672
Saudi Arabia,2000,-3.562
Palestine,2000,4.792
Syria,2000,-1.691
Turkey,2000,-0.329
United Arab Emirates,2000,35.926
Yemen,2000,-1.238
 Central and Southern Asia,2000,-0.662
Central Asia,2000,-6.758
Kazakhstan,2000,-16.403
Kyrgyzstan,2000,-1.15
Tajikistan,2000,-7.921
Turkmenistan,2000,-2.965
Uzbekistan,2000,-2.041
Southern Asia,2000,-0.424
Afghanistan,2000,-8.923
Bangladesh,2000,-1.186
Bhutan,2000,0.051
India,2000,-0.135
Iran,2000,-0.687
Maldives,2000,-0.825
Nepal,2000,-4.084
Pakistan,2000,0.708
Sri Lanka,2000,-4.988
 Eastern and South-Eastern Asia,2000,-0.032
Eastern Asia,2000,-0.032
China,2000,-0.061
Hong Kong,2000,11.841
Macao,2000,13.704
 Taiwan,2000,-2.308
North Korea,2000,-0.124
Japan,2000,-0.158
Mongolia,2000,-4.469
South Korea,2000,0.688
South-Eastern Asia,2000,-0.032
Brunei,2000,2.658
Cambodia,2000,6.111
Indonesia,2000,-0.066
Laos,2000,-5.3
Malaysia,2000,4.731
Myanmar,2000,-2.375
Philippines,2000,-2.57
Singapore,2000,17.026
Thailand,2000,2.339
Timor-Leste,2000,-18.875
Vietnam,2000,-0.558
Latin America and the Caribbean,2000,-1.858
Caribbean,2000,-3.348
Antigua and Barbuda,2000,6.826
Aruba,2000,16.183
Bahamas,2000,-2.076
Barbados,2000,-2.711
Cuba,2000,-2.414
Curacao,2000,-24.747
Dominican Republic,2000,-3.687
Grenada,2000,-7.806
Guadeloupe,2000,-1.442
Haiti,2000,-3.578
Jamaica,2000,-7.191
Martinique,2000,1.344
Puerto Rico,2000,-1.683
Saint Lucia,2000,-2.03
Saint Vincent and the Grenadines,2000,-14.774
Trinidad and Tobago,2000,-5.435
United States Virgin Islands,2000,-7.285
Central America,2000,-4.809
Belize,2000,10.486
Costa Rica,2000,4.77
El Salvador,2000,-11.352
Guatemala,2000,-7.295
Honduras,2000,-2.117
Mexico,2000,-4.82
Nicaragua,2000,-5.967
Panama,2000,0.679
South America,2000,-0.55
Argentina,2000,-0.714
Bolivia,2000,-1.604
Brazil,2000,0
Chile,2000,0.26
Colombia,2000,-1.362
Ecuador,2000,-1.16
French Guiana,2000,8.784
Guyana,2000,-22.983
Paraguay,2000,-1.746
Peru,2000,-2.016
Suriname,2000,-4.465
Uruguay,2000,-1.589
Venezuela,2000,-0.039
Australia/New Zealand,2000,3.873
Australia,2000,4.201
New Zealand,2000,2.261
Oceania (excluding Australia and New Zealand),2000,-3
Melanesia,2000,-1.988
Fiji,2000,-9.756
New Caledonia,2000,6.893
Papua New Guinea,2000,-0.945
Solomon Islands,2000,-2.739
Vanuatu,2000,-8.365
Micronesia (country),2000,-9.378
Guam,2000,-5.472
Kiribati,2000,-6.911
Micronesia (region),2000,-23.799
Polynesia,2000,-9.94
French Polynesia,2000,3.037
Samoa,2000,-19.902
Tonga,2000,-17.397
Europe and Northern America,2000,2.487
Europe,2000,0.871
Eastern Europe,2000,0.734
Belarus,2000,1.126
Bulgaria,2000,-3.269
Czechia,2000,0.891
Hungary,2000,1.528
Poland,2000,-0.443
Moldova,2000,-7.74
Romania,2000,-5.151
Russia,2000,3.224
Slovakia,2000,-0.11
Ukraine,2000,-1.854
Northern Europe,2000,1.446
Channel Islands,2000,3.139
Denmark,2000,2.821
Estonia,2000,-0.169
Finland,2000,0.86
Iceland,2000,0.744
Ireland,2000,4.603
Latvia,2000,-3.81
Lithuania,2000,-5.27
Norway,2000,2.652
Sweden,2000,1.32
United Kingdom,2000,1.757
Southern Europe,2000,0.091
Albania,2000,-11.509
Bosnia and Herzegovina,2000,-8.405
Croatia,2000,-8.32
Greece,2000,5.451
Italy,2000,-1.048
Malta,2000,3.311
Montenegro,2000,-6.998
North Macedonia,2000,-0.498
Portugal,2000,3.406
Serbia,2000,-10.24
Slovenia,2000,0.149
Spain,2000,4.62
Western Europe,2000,1.427
Austria,2000,1.621
Belgium,2000,0.994
France,2000,0.663
Germany,2000,1.762
Luxembourg,2000,9.447
Netherlands,2000,2.275
Switzerland,2000,1.845
Northern America,2000,6.354
Canada,2000,5.245
United States,2000,6.48
World,2005,0
More developed regions,2005,2.745
Less developed regions,2005,-0.64
Least developed countries,2005,-1.254
"Less developed regions, excluding least developed countries",2005,-0.543
"Less developed regions, excluding China",2005,-0.778
Land-locked Developing Countries (LLDC),2005,-1.278
Small Island Developing States (SIDS),2005,-2.845
High-income countries,2005,3.281
Middle-income countries,2005,-0.702
Upper-middle-income countries,2005,-0.34
Lower-middle-income countries,2005,-1.055
Low-income countries,2005,-0.846
No income group available,2005,5.244
Africa,2005,-0.581
Asia,2005,-0.427
Europe,2005,2.524
Latin America and the Caribbean,2005,-1.976
Northern America,2005,3.992
Oceania,2005,3.123
Sub-Saharan Africa,2005,-0.279
Eastern Africa,2005,-0.749
Burundi,2005,-0.719
Comoros,2005,-3.466
Djibouti,2005,-2.398
Eritrea,2005,17.76
Ethiopia,2005,-0.421
Kenya,2005,0.147
Madagascar,2005,-0.088
Malawi,2005,-0.995
Mauritius,2005,-3.219
Mayotte,2005,0.244
Mozambique,2005,0.314
Reunion,2005,-0.233
Rwanda,2005,-1.731
Seychelles,2005,6.211
Somalia,2005,0
South Sudan,2005,12.581
Uganda,2005,-1.948
 Tanzania,2005,-1.671
Zambia,2005,-2.694
Zimbabwe,2005,-11.651
Middle Africa,2005,0.534
Angola,2005,2.915
Cameroon,2005,-0.65
Central African Republic,2005,-1.271
Chad,2005,4.747
Congo,2005,3.051
Democratic Republic of Congo,2005,-0.948
Equatorial Guinea,2005,14.753
Gabon,2005,3.791
Sao Tome and Principe,2005,-11.21
Southern Africa,2005,2.285
Botswana,2005,3.129
Eswatini,2005,-9.394
Lesotho,2005,-16.006
Namibia,2005,-0.101
South Africa,2005,3.399
Western Africa,2005,-0.64
Benin,2005,0.674
Burkina Faso,2005,-1.998
Cape Verde,2005,-4.425
Cote d'Ivoire,2005,-3.447
Gambia,2005,0.212
Ghana,2005,0.243
Guinea,2005,-8.069
Guinea-Bissau,2005,-4.388
Liberia,2005,-3.297
Mali,2005,-1.132
Mauritania,2005,-0.708
Niger,2005,-0.152
Nigeria,2005,-0.26
Senegal,2005,-3.878
Sierra Leone,2005,19.55
Togo,2005,-1.253
Northern Africa and Western Asia,2005,0.081
Northern Africa,2005,-1.737
Algeria,2005,-1.279
Egypt,2005,-0.206
Libya,2005,-0.737
Morocco,2005,-4.421
Sudan,2005,-3.751
Tunisia,2005,-2.888
Western Sahara,2005,48.215
Western Asia,2005,1.748
Armenia,2005,-10.611
Azerbaijan,2005,0.877
Bahrain,2005,40.032
Cyprus,2005,11.676
Georgia,2005,-6.922
Iraq,2005,-2.113
Israel,2005,3.3
Jordan,2005,-3.45
Kuwait,2005,2.456
Lebanon,2005,25.762
Oman,2005,1.255
Qatar,2005,58.692
Saudi Arabia,2005,6.727
Palestine,2005,-11.173
Syria,2005,-4.37
Turkey,2005,-0.122
United Arab Emirates,2005,61.62
Yemen,2005,-1.196
 Central and Southern Asia,2005,-0.655
Central Asia,2005,-2.255
Kazakhstan,2005,0.587
Kyrgyzstan,2005,-6.919
Tajikistan,2005,-4.458
Turkmenistan,2005,-5.431
Uzbekistan,2005,-1.893
Southern Asia,2005,-0.596
Afghanistan,2005,6.411
Bangladesh,2005,-2.239
Bhutan,2005,1.991
India,2005,-0.343
Iran,2005,-0.143
Maldives,2005,11.614
Nepal,2005,-6.219
Pakistan,2005,-0.859
Sri Lanka,2005,-4.692
 Eastern and South-Eastern Asia,2005,-0.457
Eastern Asia,2005,-0.186
China,2005,-0.3
Hong Kong,2005,1.938
Macao,2005,20.33
 Taiwan,2005,1.836
North Korea,2005,-0.147
Japan,2005,0.257
Mongolia,2005,-1.219
South Korea,2005,0.338
South-Eastern Asia,2005,-1.225
Brunei,2005,0.242
Cambodia,2005,-0.553
Indonesia,2005,-1.05
Laos,2005,-5.349
Malaysia,2005,5.494
Myanmar,2005,-5.051
Philippines,2005,-3.029
Singapore,2005,4.474
Thailand,2005,1.165
Timor-Leste,2005,-5.931
Vietnam,2005,-1.59
Latin America and the Caribbean,2005,-1.976
Caribbean,2005,-3.742
Antigua and Barbuda,2005,0.64
Aruba,2005,13.124
Bahamas,2005,7.627
Barbados,2005,-2.328
Cuba,2005,-2.602
Curacao,2005,-9.257
Dominican Republic,2005,-3.473
Grenada,2005,-6.768
Guadeloupe,2005,-18.484
Haiti,2005,-3.171
Jamaica,2005,-6.825
Martinique,2005,-2.044
Puerto Rico,2005,-7.983
Saint Lucia,2005,-1.005
Saint Vincent and the Grenadines,2005,-9.793
Trinidad and Tobago,2005,-2.729
United States Virgin Islands,2005,-9.74
Central America,2005,-4.198
Belize,2005,4.366
Costa Rica,2005,2.027
El Salvador,2005,-10.479
Guatemala,2005,-4.543
Honduras,2005,-1.197
Mexico,2005,-4.307
Nicaragua,2005,-6.624
Panama,2005,1.014
South America,2005,-0.916
Argentina,2005,-0.66
Bolivia,2005,-1.761
Brazil,2005,0
Chile,2005,0.537
Colombia,2005,-1.123
Ecuador,2005,-1.811
French Guiana,2005,18.899
Guyana,2005,-16.947
Paraguay,2005,-1.692
Peru,2005,-6.699
Suriname,2005,-3.761
Uruguay,2005,-6.264
Venezuela,2005,-0.18
Australia/New Zealand,2005,6.139
Australia,2005,6.018
New Zealand,2005,6.736
Oceania (excluding Australia and New Zealand),2005,-4.804
Melanesia,2005,-3.821
Fiji,2005,-14.357
New Caledonia,2005,3.526
Papua New Guinea,2005,-2.736
Solomon Islands,2005,-3.827
Vanuatu,2005,-2.612
Micronesia (country),2005,-14.164
Guam,2005,-12.184
Kiribati,2005,-4.386
Micronesia (region),2005,-23.01
Polynesia,2005,-9.745
French Polynesia,2005,0.062
Samoa,2005,-17.665
Tonga,2005,-15.758
Europe and Northern America,2005,2.972
Europe,2005,2.524
Eastern Europe,2005,0.643
Belarus,2005,-0.131
Bulgaria,2005,-2.18
Czechia,2005,0.923
Hungary,2005,1.213
Poland,2005,-0.954
Moldova,2005,-0.578
Romania,2005,-4.3
Russia,2005,2.452
Slovakia,2005,0.044
Ukraine,2005,-0.691
Northern Europe,2005,2.723
Channel Islands,2005,2.017
Denmark,2005,1.721
Estonia,2005,-2.673
Finland,2005,1.223
Iceland,2005,2.044
Ireland,2005,10.17
Latvia,2005,-6.254
Lithuania,2005,-5.79
Norway,2005,2.952
Sweden,2005,3.163
United Kingdom,2005,3.329
Southern Europe,2005,5.998
Albania,2005,-11.375
Bosnia and Herzegovina,2005,-0.319
Croatia,2005,-0.117
Greece,2005,2.037
Italy,2005,5.79
Malta,2005,2.811
Montenegro,2005,-2.601
North Macedonia,2005,-1.423
Portugal,2005,3.429
Serbia,2005,-5.917
Slovenia,2005,1.506
Spain,2005,13.711
Western Europe,2005,2.713
Austria,2005,4.365
Belgium,2005,4.216
France,2005,3.085
Germany,2005,2.023
Luxembourg,2005,6.476
Netherlands,2005,1.809
Switzerland,2005,5.124
Northern America,2005,3.992
Canada,2005,6.706
United States,2005,3.7
World,2010,0
More developed regions,2010,2.773
Less developed regions,2010,-0.613
Least developed countries,2010,-2.42
"Less developed regions, excluding least developed countries",2010,-0.312
"Less developed regions, excluding China",2010,-0.731
Land-locked Developing Countries (LLDC),2010,-1.952
Small Island Developing States (SIDS),2010,0.028
High-income countries,2010,3.965
Middle-income countries,2010,-0.772
Upper-middle-income countries,2010,-0.33
Lower-middle-income countries,2010,-1.186
Low-income countries,2010,-1.383
No income group available,2010,-2.439
Africa,2010,-0.754
Asia,2010,-0.445
Europe,2010,2.359
Latin America and the Caribbean,2010,-1.321
Northern America,2010,4.027
Oceania,2010,6.723
Sub-Saharan Africa,2010,-0.343
Eastern Africa,2010,-0.989
Burundi,2010,0.748
Comoros,2010,-3.074
Djibouti,2010,-3.011
Eritrea,2010,-5.337
Ethiopia,2010,-0.122
Kenya,2010,-0.963
Madagascar,2010,-0.076
Malawi,2010,-0.871
Mauritius,2010,-1.956
Mayotte,2010,-2.068
Mozambique,2010,-0.363
Reunion,2010,-3.063
Rwanda,2010,-1.69
Seychelles,2010,-6.058
Somalia,2010,-3.557
South Sudan,2010,19.868
Uganda,2010,-3.327
 Tanzania,2010,-2.42
Zambia,2010,-2.749
Zimbabwe,2010,-8.278
Middle Africa,2010,0.725
Angola,2010,3.34
Cameroon,2010,-0.567
Central African Republic,2010,-5.964
Chad,2010,1.361
Congo,2010,4.649
Democratic Republic of Congo,2010,-0.146
Equatorial Guinea,2010,18.9
Gabon,2010,8.452
Sao Tome and Principe,2010,-4.015
Southern Africa,2010,2.715
Botswana,2010,2.845
Eswatini,2010,-7.296
Lesotho,2010,-9.267
Namibia,2010,0.859
South Africa,2010,3.48
Western Africa,2010,-0.684
Benin,2010,-1.136
Burkina Faso,2010,-1.723
Cape Verde,2010,-4.747
Cote d'Ivoire,2010,-2.057
Gambia,2010,-1.85
Ghana,2010,1.288
Guinea,2010,-6.454
Guinea-Bissau,2010,-2.441
Liberia,2010,9.879
Mali,2010,-1.449
Mauritania,2010,0.614
Niger,2010,-0.266
Nigeria,2010,-0.404
Senegal,2010,-3.669
Sierra Leone,2010,1.99
Togo,2010,-0.352
Northern Africa and Western Asia,2010,1.939
Northern Africa,2010,-2.407
Algeria,2010,-2.068
Egypt,2010,-0.717
Libya,2010,-3.953
Morocco,2010,-3.6
Sudan,2010,-6.002
Tunisia,2010,-0.784
Western Sahara,2010,2.306
Western Asia,2010,5.802
Armenia,2010,-12.519
Azerbaijan,2010,1.22
Bahrain,2010,51.079
Cyprus,2010,10.963
Georgia,2010,-5.768
Iraq,2010,-7.78
Israel,2010,7.888
Jordan,2010,19.958
Kuwait,2010,36.449
Lebanon,2010,-1.114
Oman,2010,19.234
Qatar,2010,134.414
Saudi Arabia,2010,8.377
Palestine,2010,-5.432
Syria,2010,3.726
Turkey,2010,-0.143
United Arab Emirates,2010,109.374
Yemen,2010,-0.608
 Central and Southern Asia,2010,-1.148
Central Asia,2010,-1.519
Kazakhstan,2010,-0.445
Kyrgyzstan,2010,-2.919
Tajikistan,2010,-4.073
Turkmenistan,2010,-2.549
Uzbekistan,2010,-1.02
Southern Asia,2010,-1.134
Afghanistan,2010,-7.632
Bangladesh,2010,-4.542
Bhutan,2010,-3.289
India,2010,-0.446
Iran,2010,-1.608
Maldives,2010,10.502
Nepal,2010,-7.366
Pakistan,2010,-0.4
Sri Lanka,2010,-5.226
 Eastern and South-Eastern Asia,2010,-0.521
Eastern Asia,2010,-0.216
China,2010,-0.323
Hong Kong,2010,2.614
Macao,2010,16.602
 Taiwan,2010,2.179
North Korea,2010,-0.204
Japan,2010,0.432
Mongolia,2010,-0.839
South Korea,2010,-0.637
South-Eastern Asia,2010,-1.355
Brunei,2010,-1.198
Cambodia,2010,-4.292
Indonesia,2010,-1.14
Laos,2010,-3.675
Malaysia,2010,5.654
Myanmar,2010,-5.372
Philippines,2010,-3.435
Singapore,2010,30.706
Thailand,2010,0.178
Timor-Leste,2010,-7.292
Vietnam,2010,-1.863
Latin America and the Caribbean,2010,-1.321
Caribbean,2010,-3.791
Antigua and Barbuda,2010,4.453
Aruba,2010,-0.875
Bahamas,2010,8.553
Barbados,2010,-0.178
Cuba,2010,-4.269
Curacao,2010,22
Dominican Republic,2010,-3.273
Grenada,2010,-6.688
Guadeloupe,2010,-6.066
Haiti,2010,-2.883
Jamaica,2010,-6.293
Martinique,2010,-7.129
Puerto Rico,2010,-7.657
Saint Lucia,2010,5.167
Saint Vincent and the Grenadines,2010,-10.505
Trinidad and Tobago,2010,-2.835
United States Virgin Islands,2010,-11.721
Central America,2010,-1.425
Belize,2010,5.755
Costa Rica,2010,1.369
El Salvador,2010,-9.339
Guatemala,2010,-1.648
Honduras,2010,-0.634
Mexico,2010,-1.022
Nicaragua,2010,-5.505
Panama,2010,1.276
South America,2010,-1.018
Argentina,2010,-0.602
Bolivia,2010,-1.404
Brazil,2010,0
Chile,2010,1.289
Colombia,2010,-0.888
Ecuador,2010,-0.624
French Guiana,2010,2.756
Guyana,2010,-13.394
Paraguay,2010,-3.907
Peru,2010,-8.456
Suriname,2010,-2.522
Uruguay,2010,-2.994
Venezuela,2010,-1.46
Australia/New Zealand,2010,10.018
Australia,2010,11.441
New Zealand,2010,2.935
Oceania (excluding Australia and New Zealand),2010,-1.769
Melanesia,2010,-0.022
Fiji,2010,-5.636
New Caledonia,2010,1.392
Papua New Guinea,2010,1.118
Solomon Islands,2010,-5.715
Vanuatu,2010,-2.941
Micronesia (country),2010,-15.891
Guam,2010,-12.303
Kiribati,2010,-0.604
Micronesia (region),2010,-23.493
Polynesia,2010,-14.283
French Polynesia,2010,-6.869
Samoa,2010,-16.501
Tonga,2010,-15.152
Europe and Northern America,2010,2.882
Europe,2010,2.359
Eastern Europe,2010,1.244
Belarus,2010,1.347
Bulgaria,2010,-2.217
Czechia,2010,4.826
Hungary,2010,0.503
Poland,2010,-0.931
Moldova,2010,-2.324
Romania,2010,-7.397
Russia,2010,3.241
Slovakia,2010,-0.328
Ukraine,2010,1.163
Northern Europe,2010,5.544
Channel Islands,2010,7.669
Denmark,2010,3.206
Estonia,2010,-2.255
Finland,2010,2.167
Iceland,2010,7.805
Ireland,2010,9.075
Latvia,2010,-7.925
Lithuania,2010,-9.334
Norway,2010,6.868
Sweden,2010,5.697
United Kingdom,2010,7.077
Southern Europe,2010,3.544
Albania,2010,-14.407
Bosnia and Herzegovina,2010,-3.172
Croatia,2010,-0.482
Greece,2010,-6.707
Italy,2010,3.574
Malta,2010,2.802
Montenegro,2010,-0.22
North Macedonia,2010,-0.716
Portugal,2010,1.746
Serbia,2010,-2.63
Slovenia,2010,3.897
Spain,2010,10
Western Europe,2010,1.489
Austria,2010,3.691
Belgium,2010,5.478
France,2010,1.439
Germany,2010,0.106
Luxembourg,2010,17.512
Netherlands,2010,0.795
Switzerland,2010,9.078
Northern America,2010,4.027
Canada,2010,8.001
United States,2010,3.595
World,2015,0
More developed regions,2015,2.332
Less developed regions,2015,-0.491
Least developed countries,2015,-1.716
"Less developed regions, excluding least developed countries",2015,-0.274
"Less developed regions, excluding China",2015,-0.589
Land-locked Developing Countries (LLDC),2015,-1.701
Small Island Developing States (SIDS),2015,-1.585
High-income countries,2015,3.015
Middle-income countries,2015,-0.304
Upper-middle-income countries,2015,0.263
Lower-middle-income countries,2015,-0.815
Low-income countries,2015,-3.178
No income group available,2015,-3.817
Africa,2015,-0.767
Asia,2015,-0.322
Europe,2015,1.863
Latin America and the Caribbean,2015,-0.932
Northern America,2015,3.541
Oceania,2015,4.988
Sub-Saharan Africa,2015,-0.554
Eastern Africa,2015,-0.975
Burundi,2015,-1.487
