code,description,unit,name,short_unit,source_id,id,dataset_id
aptfrx992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Portfolio and other income received from the rest of the world (average, individuals, adults) [aptfrx992i]",,3,455,0
aptfrx999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Portfolio and other income received from the rest of the world (average, individuals, all ages) [aptfrx999i]",,3,456,0
aptxgo992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Taxes on products and production (average, individuals, adults) [aptxgo992i]",,0,462,0
aptxgo999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Taxes on products and production (average, individuals, all ages) [aptxgo999i]",,0,463,0
apwagr992i,"Private agricultural land is agricultural land held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private agricultural land (average, individuals, adults) [apwagr992i]",,0,464,0
apwagr999i,"Private agricultural land is agricultural land held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private agricultural land (average, individuals, all ages) [apwagr999i]",,0,465,0
apwbol992i,"Private bonds & loans are bonds and loans held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private bonds & loans (average, individuals, adults) [apwbol992i]",,7,466,0
apwbol999i,"Private bonds & loans are bonds and loans held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private bonds & loans (average, individuals, all ages) [apwbol999i]",,7,467,0
apwbus992i,"Private business assets include agricultural land and other domestic material and immaterial non-financial assets (machinery, equipment, patents, etc.) held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private business assets (average, individuals, adults) [apwbus992i]",,0,468,0
apwbus999i,"Private business assets include agricultural land and other domestic material and immaterial non-financial assets (machinery, equipment, patents, etc.) held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private business assets (average, individuals, all ages) [apwbus999i]",,0,469,0
apwcud992i,"Private currency & deposits are cash and bank deposits held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private currency & deposits (average, individuals, adults) [apwcud992i]",,7,470,0
apwcud999i,"Private currency & deposits are cash and bank deposits held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private currency & deposits (average, individuals, all ages) [apwcud999i]",,7,471,0
apwdeb992i,"Private debt is debts or legal obligations held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private debt (average, individuals, adults) [apwdeb992i]",,0,472,0
apwdeb999i,"Private debt is debts or legal obligations held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private debt (average, individuals, all ages) [apwdeb999i]",,0,473,0
apwdwe992i,"Private dwellings are places of residence held by private owners (households and foundations).  The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private dwellings (average, individuals, adults) [apwdwe992i]",,0,474,0
apwdwe999i,"Private dwellings are places of residence held by private owners (households and foundations).  The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private dwellings (average, individuals, all ages) [apwdwe999i]",,0,475,0
apweal992i,"Net private wealth is  the total value of non-financial and financial assets (housing, land, deposits, bonds, equities of corporations, etc.) held by private owners (households and foundations), minus their debts.  The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Net private wealth (average, individuals, adults) [apweal992i]",,0,476,0
apweal999i,"Net private wealth is  the total value of non-financial and financial assets (housing, land, deposits, bonds, equities of corporations, etc.) held by private owners (households and foundations), minus their debts.  The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Net private wealth (average, individuals, all ages) [apweal999i]",,0,477,0
apweqi992i,"Private equities are company stocks owned held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private equities (average, individuals, adults) [apweqi992i]",,0,478,0
apweqi999i,"Private equities are company stocks owned held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private equities (average, individuals, all ages) [apweqi999i]",,0,479,0
apwequ992i,"Private equity, fund shares & offshore wealth are company stocks, fund shares and wealth outside of one's residence country held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private equity, fund shares & offshore wealth (average, individuals, adults) [apwequ992i]",,0,480,0
apwequ999i,"Private equity, fund shares & offshore wealth are company stocks, fund shares and wealth outside of one's residence country held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private equity, fund shares & offshore wealth (average, individuals, all ages) [apwequ999i]",,0,481,0
apwfie992i,"Private financial assets excluding cash are financial assets except cash and bank deposits held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private financial assets excluding currency & deposits (average, individuals, adults) [apwfie992i]",,7,482,0
apwfie999i,"Private financial assets excluding cash are financial assets except cash and bank deposits held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private financial assets excluding currency & deposits (average, individuals, all ages) [apwfie999i]",,7,483,0
apwfin992i,"Private financial assets include bank deposits, bonds, stocks and other financial claims held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private financial assets (average, individuals, adults) [apwfin992i]",,0,484,0
apwfin999i,"Private financial assets include bank deposits, bonds, stocks and other financial claims held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private financial assets (average, individuals, all ages) [apwfin999i]",,0,485,0
apwfix992i,"Private currency, deposits, bonds & loans are cash, bank deposits, bonds and loans held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private currency, deposits, bonds & loans (average, individuals, adults) [apwfix992i]",,0,486,0
apwfix999i,"Private currency, deposits, bonds & loans are cash, bank deposits, bonds and loans held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private currency, deposits, bonds & loans (average, individuals, all ages) [apwfix999i]",,0,487,0
apwhou992i,"Private housing assets are dwellings (including land underlying dwellings) held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private housing assets (average, individuals, adults) [apwhou992i]",,0,488,0
apwhou999i,"Private housing assets are dwellings (including land underlying dwellings) held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private housing assets (average, individuals, all ages) [apwhou999i]",,0,489,0
apwlan992i,"Private land underlying dwellings is land on which the places of residence held by private owners (households and foundations) are built.  The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private land underlying dwellings (average, individuals, adults) [apwlan992i]",,0,490,0
apwlan999i,"Private land underlying dwellings is land on which the places of residence held by private owners (households and foundations) are built.  The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private land underlying dwellings (average, individuals, all ages) [apwlan999i]",,0,491,0
apwnat992i,"Private natural capital corresponds to natural assets (minerals, energy and other environmental resources, excluding agricultural land and land underlying dwellings and other buildings) held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private natural capital (average, individuals, adults) [apwnat992i]",,7,492,0
apwnat999i,"Private natural capital corresponds to natural assets (minerals, energy and other environmental resources, excluding agricultural land and land underlying dwellings and other buildings) held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private natural capital (average, individuals, all ages) [apwnat999i]",,7,493,0
apwnfa992i,"Private non-financial assets include housing, land and all other domestic material and immaterial assets (machinery, equipment, patents, etc.) held directly by private owners (households and foundations), as opposed to non-financial assets owned indirectly through financial assets (equities, bonds, etc. in corporations holding non-financial assets).  The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private non-financial assets (average, individuals, adults) [apwnfa992i]",,0,494,0
apwnfa999i,"Private non-financial assets include housing, land and all other domestic material and immaterial assets (machinery, equipment, patents, etc.) held directly by private owners (households and foundations), as opposed to non-financial assets owned indirectly through financial assets (equities, bonds, etc. in corporations holding non-financial assets).  The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private non-financial assets (average, individuals, all ages) [apwnfa999i]",,0,495,0
apwodk992i,"Other domestic private capital includes all non-financial assets held by private owners (households and foundations), except housing assets and agricultural land: machinery, equipment, patents, etc.  The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Other domestic private capital (average, individuals, adults) [apwodk992i]",,0,496,0
apwodk999i,"Other domestic private capital includes all non-financial assets held by private owners (households and foundations), except housing assets and agricultural land: machinery, equipment, patents, etc.  The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Other domestic private capital (average, individuals, all ages) [apwodk999i]",,0,497,0
apwoff992i,"Private offshore wealth is wealth held in offshore centers by private owners (households and foundations).  The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private offshore wealth (average, individuals, adults) [apwoff992i]",,0,498,0
apwoff999i,"Private offshore wealth is wealth held in offshore centers by private owners (households and foundations).  The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private offshore wealth (average, individuals, all ages) [apwoff999i]",,0,499,0
apwpen992i,"Private pension funds & life insurance are pension funds and life insurance held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private pension funds & life insurance (average, individuals, adults) [apwpen992i]",,0,500,0
apwpen999i,"Private pension funds & life insurance are pension funds and life insurance held by private owners (households and foundations). The private sector - in the national accounts sense - includes the personal sector (households) and the non-profit sector (foundations, religious organizations, etc.). In certain countries, availables sources do not allow to decompose the wealth owned by each of these two sub-sectors, and we only provide total net private wealth.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private pension funds & life insurance (average, individuals, all ages) [apwpen999i]",,0,501,0
arecgo992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Recreation, culture and religion (average, individuals, adults) [arecgo992i]",,0,502,0
arecgo999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Recreation, culture and religion (average, individuals, all ages) [arecgo999i]",,0,503,0
asaggo992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Gross savings of the general government (average, individuals, adults) [asaggo992i]",,0,504,0
asaggo999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Gross savings of the general government (average, individuals, all ages) [asaggo999i]",,0,505,0
asaghn992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Gross savings of households and NPISH (average, individuals, adults) [asaghn992i]",,0,506,0
asaghn999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Gross savings of households and NPISH (average, individuals, all ages) [asaghn999i]",,0,507,0
asagho992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Gross savings of households (average, individuals, adults) [asagho992i]",,0,508,0
asagho999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Gross savings of households (average, individuals, all ages) [asagho999i]",,0,509,0
asagnp992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Gross savings of NPISH (average, individuals, adults) [asagnp992i]",,0,510,0
asagnp999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Gross savings of NPISH (average, individuals, all ages) [asagnp999i]",,0,511,0
asavgo992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Net savings of the general government (average, individuals, adults) [asavgo992i]",,0,512,0
asavgo999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Net savings of the general government (average, individuals, all ages) [asavgo999i]",,0,513,0
asavhn992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Net savings of households and NPISH (average, individuals, adults) [asavhn992i]",,0,514,0
asavhn999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Net savings of households and NPISH (average, individuals, all ages) [asavhn999i]",,0,515,0
asavho992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Net savings of households (average, individuals, adults) [asavho992i]",,0,516,0
asavho999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Net savings of households (average, individuals, all ages) [asavho999i]",,0,517,0
asavig992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Gross national savings (average, individuals, adults) [asavig992i]",,0,518,0
asavig999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Gross national savings (average, individuals, all ages) [asavig999i]",,0,519,0
asavin992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Net national savings (average, individuals, adults) [asavin992i]",,0,520,0
asavin999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Net national savings (average, individuals, all ages) [asavin999i]",,0,521,0
asavnp992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Net savings of NPISH (average, individuals, adults) [asavnp992i]",,0,522,0
asavnp999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Net savings of NPISH (average, individuals, all ages) [asavnp999i]",,0,523,0
asecco992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Net secondary income/Net saving of corporations (average, individuals, adults) [asecco992i]",,0,524,0
asecco999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Net secondary income/Net saving of corporations (average, individuals, all ages) [asecco999i]",,0,525,0
asecfc992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Net secondary income/Net saving of financial corporations (average, individuals, adults) [asecfc992i]",,0,526,0
asecfc999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Net secondary income/Net saving of financial corporations (average, individuals, all ages) [asecfc999i]",,0,527,0
asecgo992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Net secondary income of the general government (average, individuals, adults) [asecgo992i]",,0,528,0
asecgo999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Net secondary income of the general government (average, individuals, all ages) [asecgo999i]",,0,529,0
asechn992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Net secondary income of households and NPISH (average, individuals, adults) [asechn992i]",,0,530,0
asechn999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Net secondary income of households and NPISH (average, individuals, all ages) [asechn999i]",,0,531,0
asecho992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Net secondary income of households (average, individuals, adults) [asecho992i]",,0,532,0
asecho999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Net secondary income of households (average, individuals, all ages) [asecho999i]",,0,533,0
asecnf992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Net secondary income/Net saving of non-financial corporations (average, individuals, adults) [asecnf992i]",,0,534,0
asecnf999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Net secondary income/Net saving of non-financial corporations (average, individuals, all ages) [asecnf999i]",,0,535,0
asecnp992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Net secondary income of NPISH (average, individuals, adults) [asecnp992i]",,0,536,0
asecnp999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Net secondary income of NPISH (average, individuals, all ages) [asecnp999i]",,0,537,0
asegco992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Gross secondary income/Gross saving of corporations (average, individuals, adults) [asegco992i]",,0,538,0
asegco999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Gross secondary income/Gross saving of corporations (average, individuals, all ages) [asegco999i]",,0,539,0
asegfc992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Gross secondary income/Gross saving of financial corporations (average, individuals, adults) [asegfc992i]",,0,540,0
asegfc999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Gross secondary income/Gross saving of financial corporations (average, individuals, all ages) [asegfc999i]",,0,541,0
aseggo992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Gross secondary income of the general government (average, individuals, adults) [aseggo992i]",,0,542,0
aseggo999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Gross secondary income of the general government (average, individuals, all ages) [aseggo999i]",,0,543,0
aseghn992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Gross secondary income of households and NPISH (average, individuals, adults) [aseghn992i]",,0,544,0
aseghn999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Gross secondary income of households and NPISH (average, individuals, all ages) [aseghn999i]",,0,545,0
asegho992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Gross secondary income of households (average, individuals, adults) [asegho992i]",,0,546,0
