name,description,dataset_id
 Food Balance Sheets - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""The main source is official statistics from FAO member countries.  Exceptionally, unofficial data are also used as well as estimated/imputed data.  In both cases this is \""flagged\"".  Data are recorded as countries report them, except for eliminating obvious errors.  The source data can originate from surveys, administrative data and estimates based on expert observations.  Which type of source is used by countries affect significantly reliability and comparability of data."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""Food Balance Sheets (FBS) are compiled every year by FAO, mainly with country-level data on the production and trade of food commodities. Using these data and the available information on seed rates, waste coefficients, stock changes and types of utilization (feed, food, processing and other utilization), a supply/utilization account is prepared for each commodity in weight terms. The food component of the commodity account, which is usually derived as a balancing item, refers to the total amount of the commodity available for human consumption during the year. Besides commodity-by-commodity information, the FAO FBS also provide total food availability estimates by aggregating the food component of all commodities including fishery products. From these values and the available population estimates, the per person dietary energy and protein and fat supplies are derived and expressed on a daily basis. In the FBS production data refer only to primary products while data for all other elements also include processed products derived there from, expressed in primary commodity equivalent.""}",37
 Food Supply - Crops Primary Equivalent - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""The main source is official statistics from FAO member countries.  Exceptionally, unofficial data are also used as well as estimated/imputed data.  In both cases this is \""flagged\"".  Data are recorded as countries report them, except for eliminating obvious errors.  The source data can originate from surveys, administrative data and estimates based on expert observations.  Which type of source is used by countries affect significantly reliability and comparability of data."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""Food Balance Sheets (FBS) are compiled every year by FAO, mainly with country-level data on the production and trade of food commodities. Using these data and the available information on seed rates, waste coefficients, stock changes and types of utilization (feed, food, processing and other utilization), a supply/utilization account is prepared for each commodity in weight terms. The food component of the commodity account, which is usually derived as a balancing item, refers to the total amount of the commodity available for human consumption during the year. Besides commodity-by-commodity information, the FAO FBS also provide total food availability estimates by aggregating the food component of all commodities including fishery products. From these values and the available population estimates, the per person dietary energy and protein and fat supplies are derived and expressed on a daily basis. In the FBS production data refer only to primary products while data for all other elements also include processed products derived there from, expressed in primary commodity equivalent.""}",38
 Food Supply - Livestock and Fish Primary Equivalent - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""The main source is official statistics from FAO member countries.  Exceptionally, unofficial data are also used as well as estimated/imputed data.  In both cases this is \""flagged\"".  Data are recorded as countries report them, except for eliminating obvious errors.  The source data can originate from surveys, administrative data and estimates based on expert observations.  Which type of source is used by countries affect significantly reliability and comparability of data."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""Food Balance Sheets (FBS) are compiled every year by FAO, mainly with country-level data on the production and trade of food commodities. Using these data and the available information on seed rates, waste coefficients, stock changes and types of utilization (feed, food, processing and other utilization), a supply/utilization account is prepared for each commodity in weight terms. The food component of the commodity account, which is usually derived as a balancing item, refers to the total amount of the commodity available for human consumption during the year. Besides commodity-by-commodity information, the FAO FBS also provide total food availability estimates by aggregating the food component of all commodities including fishery products. From these values and the available population estimates, the per person dietary energy and protein and fat supplies are derived and expressed on a daily basis. In the FBS production data refer only to primary products while data for all other elements also include processed products derived there from, expressed in primary commodity equivalent.""}",39
 Forestry Production and Trade - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""The basic data collection is carried out by country correspondents in the Member States."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""Forestry statistics cover the production of and trade in wood products by country. Production is reported in physical units of cubic metres (m3) or tonnes, while trade in basic products is covered in both monetary and physical units.Removals of roundwood comprise all quantities of wood felled and removed from the forest and other wooded land or other felling sites. They are measured in m3 under bark (without bark). The collection includes information on the total trade of each country.Detailed information on wood products and definitions can be found at: http://www.fao.org/forestry/statistics/80572/en/""}",40
 Forestry Trade Flows - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": """", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""Information is based on an analysis of information provided by countries on the joint forest products questionnaire and from data drawn from the Comtrade database of the United Nations Statistics Office. Where volumes have not been reported in standard units, standard conversion factors have been applied. Where reported volumes have been inconsistent with value, volumes have been re-estimated on the basis of average unit values. In the absence of exporting country reports, estimates of their exports have been constructed from importers' reports ('mirror' trade statistics).""}",41
" Indicators from Household Surveys (gender, area, socioeconomics) - FAO (2019)","{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""See metadata for the basic variables that make up the indicator."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""See attached document which lists statistical concepts and definitions with the respective indicator.""}",42
Fertilizers archive - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""Primary data source: FAO Questionnaires on Fertilizers.These official statistics may be complemented with government data sources such as yearbooks and ministerial data portals. Data gaps may be filled with secondary sources such as country studies from other International organizations. Data are flagged according to the type of data and the source."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""The variables provided are Production, Import, Export and Consumption for the 3 main fertilizer categories (Nitrogen, Phosphate and Potash) in terms of nutrients. Data are also summed up in order to obtain the N, P, K (and N+ P+ K) totals in terms of nutrients. Price are expressed in terms of local currency per product.""}",43
 Fertilizers Nutrient - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""Primary data source: FAO Questionnaire on Fertilizers and UN COMTRADE for trade data. These official statistics may be complemented with government data sources such as yearbooks and ministerial data portals.  Data gaps may be filled with secondary sources such as country studies from other International organizations. Data are flagged according to the type of data and the source."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""The FAOSTAT Fertilizers by Product domain is compliant with the System of Environmental-Economic Accounting for Agriculture Forestry and Fisheries (SEEA AFF) in terms of: i) Definitions: fertilizers definitions in the SEEA AFF are based on FAO; ii) Classifications: it follows the Central Product Classification (CPC); and iii) Applicability: data can be used to compile the SEEA AFF Table 4.6, \u201cPhysical flow account for fertilizers\u201d. The domain also aligns with the Framework for the Development of Environmental Statistics (FDES 2013) as natural and chemical fertilizers are included in FDES Component 1, Environmental Conditions and Quality; Component 2, Environmental Resources and their use; and Component 3, Residuals. Amount of fertilizers used for crops is a FDES Core Core set/ Tier 1 statistics. (FDES, Table 4.2, \u201cThe Core Set of Environmental Statistics\u201d).""}",44
 Fertilizers Product - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""Primary data source: FAO Questionnaire on Fertilizers and UN COMTRADE for trade data. These official statistics may be complemented with government data sources such as yearbooks and ministerial data portals. Data gaps may be filled with secondary sources such as country studies from other International organizations. Data are flagged according to the type of data and the source"", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""The FAOSTAT Fertilizers by Product domain is compliant with the System of Environmental-Economic Accounting for Agriculture Forestry and Fisheries (SEEA AFF) in terms of:  i)\tDefinitions: fertilizers definitions in the SEEA AFF are based on FAO; ii)\tClassifications: it follows the Central Product Classification (CPC); and iii)\tApplicability: data can be used to compile the SEEA AFF Table 4.6, \u201cPhysical flow account for fertilizers\u201d. The domain also aligns with the Framework for the Development of Environmental Statistics (FDES 2013) as natural and chemical fertilizers are included in FDES Component 1, Environmental Conditions and Quality; Component 2, Environmental Resources and their use; and Component 3, Residuals. Amount of fertilizers used for crops is a FDES Core Core set/ Tier 1 statistics. (FDES, Table 4.2, \u201cThe Core Set of Environmental Statistics\u201d).""}",45
 Pesticides Use - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""Primary data source: FAO Questionnaire on Pesticides Use. These official statistics may be complemented with government data sources such as yearbooks and ministerial data portals.  Data gaps may be filled with secondary sources such as country studies from other International organizations. Data are flagged according to the type of data and the source."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""The Pesticides Use database includes data on insecticides, fungicides, herbicides, disinfectants and any substance or mixture of substances intended for preventing, destroying or controlling any pest, including vectors of human or animal disease, unwanted species of plants or animals causing harm during or otherwise interfering with the production, processing, storage, transport or marketing of food, agricultural commodities, wood and wood products or animal feedstuffs, or substances which may be administered to animals for the control of insects, arachnids or other pests in or on their bodies. The term also includes substances intended for use as a plant growth regulator, defoliant, desiccant or agent for thinning fruit or preventing the premature fall of fruit, and substances applied to crops either before or after harvest to protect the commodity from deterioration during storage and transport. The pesticides are classified according to: (a) the type of activity/target organism (e.g. fungicides, insecticides, herbicides, plant growth regulators, rodenticides and etc.) and (b) the chemical nature (e.g. organophosphates, pyrethroids).  The classification adopted in the Pesticide (use) database is organized as follows: 1. INSECTICIDES (Chlorinated hydrocarbons, Organo\u2013phosphates, Carbamates\u2013insecticides, Pyrethroids, Botanical and biological products and Others not elsewhere classified );  2. MINERAL OILS;  3. HERBICIDES (Phenoxy hormone products, Triazines, Amides, Carbamates\u2013herbicides, Dinitroanilines, Urea derivatives, Sulfonyl urea, Bipiridils, Uracil, Others not elsewhere classified); 4. FUNGICIDES AND BACTERICIDES (Inorganic, Dithiocarbamates, Benzimidazoles, Triazoles Diazoles, Diazines Morpholines, Others not elsewhere classified);  5. SEED TREATMENT \u2013 FUNGICIDES (Dithiocarbamates, Benzimidazoles, Triazoles Diazoles, Diazines Morpholines, Botanical products and biological, Others not elsewhere classified);  6. SEED TREATMENT \u2013 INSECTICIDES (Organo-phosphates, Carbamates\u2013insecticides, Pyrethroids, Others not elsewhere classified);  7. PLANT GROWTH REGULATORS;  8. RODENTICIDES (Anti\u2013coagulants, Cyanide Generators, Hypercalcaemics, Narcotics, Others not elsewhere classified);  9. OTHER PESTICIDES NES (not elsewhere specified);  10. DISINFECTANTS.""}",46
 Crops - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""The main data source is official statistics from FAO member countries, collected either through annual production questionnaires (APQ) distributed to countries, from national publications (Yearbooks and Pocketbooks) or from official country websites. The source data can originate from surveys, administrative data and estimates based on expert observations. Which type of source is used by countries can significantly affect reliability and comparability of data. In nearly all cases where countries provide their official production data, data are recorded as reported by countries. The only exceptions are the application of conversion factors (e.g., if a country reports rice production on a husked rice basis, that production must be converted to a paddy basis), or cases of reporting errors (typically digit errors). In instances where no official data is available, data from semi-official sources (including commodity-specific trade publications) may be used. If no data from either official or unofficial sources is available, data are imputed. In all cases, data are flagged accordingly."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""Areas refer to the area under cultivation. Area under cultivation means the area that corresponds to the total sown area, but after the harvest it excludes ruined areas (e.g. due to natural disasters). If the same land parcel is used twice in the same year, the area of this parcel can be counted twice. For tree crops, some countries provide data in terms of number of trees instead of in area. This number is then converted to an area estimate using typical planting density conversions. Production means the harvested production. Harvested production means production including on-holding losses and wastage, quantities consumed directly on the farm and marketed quantities, indicated in units of basic product weight. Harvest year means the calendar year in which the harvest begins.  Yield means the harvested production per ha for the area under cultivation.  Seed quantity comprises all amounts of the commodity in question used during the reference period for reproductive purposes, such as seed or seedlings. Whenever official data are not available, seed figures can be estimated either as a percentage of production or by multiplying a seed rate (the average amount of seed needed per hectare planted) with the planted area of the particular crop of the subsequent year. Usually, the average seed rate in any given country does not vary greatly from year to year.""}",47
 Crops processed - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""The main data source is official statistics from FAO member countries, collected either through annual production questionnaires (APQ) distributed to countries, from national publications (Yearbooks and Pocketbooks) or from official country websites. The source data can originate from surveys, administrative data and estimates based on expert observations. Which type of source is used by countries can significantly affect reliability and comparability of data. In nearly all cases where countries provide their official production data, data are recorded as reported by countries. The only exceptions are the application of conversion factors (e.g., if a country reports rice production on a husked rice basis, that production must be converted to a paddy basis), or cases of reporting errors (typically digit errors). In instances where no official data is available, data from semi-official sources (including commodity-specific trade publications) may be used. If no data from either official or unofficial sources is available, data are imputed. In all cases, data are flagged accordingly."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""Production quantities in tonnes of processed crops.""}",48
 Production Indices - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""Indices are calculated on the basis of the production data provided by FAO member countries or estimated/imputed by FAO."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""The FAO indices of agricultural production show the relative level of the aggregate volume of agricultural production for each year in comparison with the base period 2004-2006. They are based on the sum of price-weighted quantities of different agricultural commodities produced after deductions of quantities used as seed and feed weighted in a similar manner. The resulting aggregate represents, therefore, disposable production for any use except as seed and feed. All the indices at the country, regional and world levels are calculated by the Laspeyres formula. Production quantities of each commodity are weighted by 2004-2006 average international commodity prices and summed for each year. To obtain the index, the aggregate for a given year is divided by the average aggregate for the base period 2004-2006. Since the FAO indices are based on the concept of agriculture as a single enterprise, amounts of seed and feed are subtracted from the production data to avoid double counting them, once in the production data and once with the crops or livestock produced from them. Deductions for seed (in the case of eggs, for hatching) and for livestock and poultry feed apply to both domestically produced and imported commodities. They cover only primary agricultural products destined to animal feed (e.g. maize, potatoes, milk, etc.). Processed and semi-processed feed items such as bran, oilcakes, meals and molasses have been completely excluded from the calculations at all stages. It should be noted that when calculating indices of agricultural, food and non-food production, all intermediate primary inputs of agricultural origin are deducted. However, for indices of any other commodity group, only inputs originating from within the same group are deducted; thus, only seed is removed from the group \u201ccrops\u201d and from all crop subgroups, such as cereals, oil crops, etc.; and both feed and seed originating from within the livestock sector (e.g. milk feed, hatching eggs) are removed from the group \u201clivestock products\u201d. For the main two livestock subgroups, namely, meat and milk, only feed originating from the respective subgroup is removed. The \""international commodity prices\u201d are used in order to avoid the use of exchange rates for obtaining continental and world aggregates, and also to improve and facilitate international comparative analysis of productivity at the national level. These\u201d international prices\u201d, expressed in so-called \""international dollars\u201d, are derived using a Geary-Khamis formula for the agricultural sector. This method assigns a single \u201cprice\u201d to each commodity. For example, one metric ton of wheat has the same price regardless of the country where it was produced. The currency unit in which the prices are expressed has no influence on the indices published. The commodities covered in the computation of indices of agricultural production are all crops and livestock products originating in each country. Practically all products are covered, with the main exception of fodder crops. The category of food production includes commodities that are considered edible and that contain nutrients. Accordingly, coffee and tea are excluded along with inedible commodities because, although edible, they have practically no nutritive value. Indices for meat production are computed based on data for production from indigenous animals, which takes account of the meat equivalent of exported live animals but excludes the meat equivalent of imported live animals. For index purposes, annual changes in livestock and poultry numbers or in their average live weight are not taken into account. The indices are calculated from production data presented on a calendar year basis. The FAO indices may differ from those produced by the countries themselves because of differences in concepts of production, coverage, weights, time reference of data and methods of calculation.""}",49
 Live Animals - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""The main data source is official statistics from FAO member countries, collected either through annual production questionnaires (APQ) distributed to countries, from national publications (Yearbooks and Pocketbooks) or from official country websites. The source data can originate from surveys, administrative data and estimates based on expert observations. Which type of source is used by countries can significantly affect reliability and comparability of data. In nearly all cases where countries provide their official production data, data are recorded as reported by countries.  In instances where no official data is available, data from semi-official sources (including commodity-specific trade publications) may be used. If no data from either official or unofficial sources is available, data are imputed. In all cases, data are flagged accordingly."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""The data on livestock numbers are intended to cover all domestic animals irrespective of their age and the place or purpose of their breeding. Estimates have been made for non-reporting countries as well as for countries reporting incomplete data. However, in certain countries, data for chickens, ducks and turkeys do not yet seem to represent the total number of these birds. Certain other countries give a single figure for all poultry; data for these countries are shown under \u201cChickens\u201d.""}",50
 Livestock Primary - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": """", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""The dataset includes the following variables: Producing Animals/Slaughtered, Yield and Production Quantity. The unit of measure for these variables are shown in item 4 below.  Slaughtering is measured through activity of slaughterhouses i.e. production of marketable meat for human consumption. Estimates of \u2018other slaughtering\u2019 can be added for a more accurate picture of meat production.  Livestock is accounted for by categories that capture their rearing, either for fattening then slaughter, or for herd renewal, i.e. for breeding and/or milking. Aggregates are the sum of available data. Aggregates include estimated data. For some item aggregates, conversion factors are applied to values when calculating totals.""}",51
 Livestock Processed - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""The main data source is official statistics from FAO member countries, collected either through annual production questionnaires (APQ) distributed to countries, from national publications (Yearbooks and Pocketbooks) or from official country websites. The source data can originate from surveys, administrative data and estimates based on expert observations. Which type of source is used by countries can significantly affect reliability and comparability of data. In nearly all cases where countries provide their official production data, data are recorded as reported by countries. In instances where no official data is available, data from semi-official sources (including commodity-specific trade publications) may be used. If no data from either official or unofficial sources is available, data are imputed. In all cases, data are flagged accordingly."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""Production quantities in tons of processed crops.""}",52
