id,name,unit,dataset_id,source_id,description,code,short_unit,timespan,coverage,display,original_metadata
2132,"16.2.2 - Detected victims of human trafficking for removal of organ, by age and sex (number) - VC_HTF_DETVOG - 18 years old and over - Male",Number,0,396,,,,2003 - 2018,,,
2133,"16.2.2 - Detected victims of human trafficking for removal of organ, by age and sex (number) - VC_HTF_DETVOG - 18 years old and over - Female",Number,0,396,,,,2003 - 2018,,,
2134,"16.2.2 - Detected victims of human trafficking for removal of organ, by age and sex (number) - VC_HTF_DETVOG - All age ranges or no breaks by age - Male",Number,0,396,,,,2003 - 2018,,,
2135,"16.2.2 - Detected victims of human trafficking for removal of organ, by age and sex (number) - VC_HTF_DETVOG - All age ranges or no breaks by age - Female",Number,0,396,,,,2003 - 2018,,,
2136,"16.2.2 - Detected victims of human trafficking for sexual exploitaton, by age and sex (number) - VC_HTF_DETVSX - under 18 years old - Female",Number,0,397,,,,2003 - 2016,,,
2137,"16.2.2 - Detected victims of human trafficking for sexual exploitaton, by age and sex (number) - VC_HTF_DETVSX - under 18 years old - Male",Number,0,397,,,,2003 - 2016,,,
2138,"16.2.2 - Detected victims of human trafficking for sexual exploitaton, by age and sex (number) - VC_HTF_DETVSX - 18 years old and over - Female",Number,0,397,,,,2003 - 2016,,,
2139,"16.2.2 - Detected victims of human trafficking for sexual exploitaton, by age and sex (number) - VC_HTF_DETVSX - 18 years old and over - Male",Number,0,397,,,,2003 - 2016,,,
2140,"16.2.2 - Detected victims of human trafficking for sexual exploitaton, by age and sex (number) - VC_HTF_DETVSX - All age ranges or no breaks by age - Female",Number,0,397,,,,2003 - 2016,,,
2141,"16.2.2 - Detected victims of human trafficking for sexual exploitaton, by age and sex (number) - VC_HTF_DETVSX - All age ranges or no breaks by age - Male",Number,0,397,,,,2003 - 2016,,,
2142,"16.2.2 - Detected victims of human trafficking, by age and sex (number) - VC_HTF_DETV",Number,0,398,,,,2003 - 2017,,,
2143,16.3.2 - Unsentenced detainees as a proportion of overall prison population (%) - VC_PRS_UNSNT,Percentage,0,399,,,%,2005 - 2018,,,
2144,"16.3.1 - Police reporting rate for physical assault, by sex (%) - VC_PRR_PHYV - Both sexes",Percentage,0,400,,,%,2010 - 2018,,,
2145,"16.3.1 - Police reporting rate for physical assault, by sex (%) - VC_PRR_PHYV - Female",Percentage,0,400,,,%,2010 - 2018,,,
2146,"16.3.1 - Police reporting rate for physical assault, by sex (%) - VC_PRR_PHYV - Male",Percentage,0,400,,,%,2010 - 2018,,,
2147,"16.3.1 - Police reporting rate for sexual assault, by sex (%) - VC_PRR_SEXV - Both sexes",Percentage,0,401,,,%,2004 - 2018,,,
2148,"16.3.1 - Police reporting rate for sexual assault, by sex (%) - VC_PRR_SEXV - Female",Percentage,0,401,,,%,2004 - 2018,,,
2149,"16.3.1 - Police reporting rate for sexual assault, by sex (%) - VC_PRR_SEXV - Male",Percentage,0,401,,,%,2004 - 2018,,,
2150,"16.3.1 - Police reporting rate for robbery, by sex (%) - VC_PRR_ROBB - Female",Percentage,0,402,,,%,2004 - 2018,,,
2151,"16.3.1 - Police reporting rate for robbery, by sex (%) - VC_PRR_ROBB - Male",Percentage,0,402,,,%,2004 - 2018,,,
2152,"16.3.1 - Police reporting rate for robbery, by sex (%) - VC_PRR_ROBB - Both sexes",Percentage,0,402,,,%,2004 - 2018,,,
2153,"16.4.2 - Proportion of seized, found or surrendered arms whose illicit origin or context has been traced or established by a competent authority in line with international instruments - VC_ARM_SZTRACE",Percentage,0,403,,,%,2017 - 2017,,,
2154,16.5.2 - Bribery incidence (% of firms experiencing at least one bribe payment request) - IC_FRM_BRIB,Percentage,0,404,,,%,2006 - 2021,,,
2155,"16.5.1 - Prevalence rate of bribery, by sex (%) - IU_COR_BRIB - Both sexes",Percentage,0,405,,,%,2004 - 2018,,,
2156,"16.5.1 - Prevalence rate of bribery, by sex (%) - IU_COR_BRIB - Male",Percentage,0,405,,,%,2004 - 2018,,,
2157,"16.5.1 - Prevalence rate of bribery, by sex (%) - IU_COR_BRIB - Female",Percentage,0,405,,,%,2004 - 2018,,,
2158,16.6.1 - Primary government expenditures as a proportion of original approved budget (%) - GF_XPD_GBPC,Percentage,0,406,,,%,2004 - 2021,,,
2159,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Joint Committees - SG_DMK_PARLCC_JC - 46 years old and over - Male - Human Rights",Number,0,407,,,,2021 - 2022,,,
2160,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Joint Committees - SG_DMK_PARLCC_JC - 46 years old and over - Male - Gender Equality",Number,0,407,,,,2021 - 2022,,,
2161,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Joint Committees - SG_DMK_PARLCC_JC - 46 years old and over - Male - Defence",Number,0,407,,,,2021 - 2022,,,
2162,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Joint Committees - SG_DMK_PARLCC_JC - 46 years old and over - Male - Finance",Number,0,407,,,,2021 - 2022,,,
2163,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Joint Committees - SG_DMK_PARLCC_JC - 46 years old and over - Male - Foreign Affairs and Defence",Number,0,407,,,,2021 - 2022,,,
2164,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Joint Committees - SG_DMK_PARLCC_JC - 46 years old and over - Female - Human Rights",Number,0,407,,,,2021 - 2022,,,
2165,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Joint Committees - SG_DMK_PARLCC_JC - 46 years old and over - Female - Foreign Affairs",Number,0,407,,,,2021 - 2022,,,
2166,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Joint Committees - SG_DMK_PARLCC_JC - 46 years old and over - Female - Gender Equality",Number,0,407,,,,2021 - 2022,,,
2167,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Joint Committees - SG_DMK_PARLCC_JC - 46 years old and over - Female - Finance",Number,0,407,,,,2021 - 2022,,,
2168,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Joint Committees - SG_DMK_PARLCC_JC - Unknown - Male - Human Rights",Number,0,407,,,,2021 - 2022,,,
2169,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Joint Committees - SG_DMK_PARLCC_JC - Unknown - Male - Defence",Number,0,407,,,,2021 - 2022,,,
2170,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Joint Committees - SG_DMK_PARLCC_JC - Unknown - Female - Foreign Affairs",Number,0,407,,,,2021 - 2022,,,
2171,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Joint Committees - SG_DMK_PARLCC_JC - Unknown - Female - Gender Equality",Number,0,407,,,,2021 - 2022,,,
2172,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Joint Committees - SG_DMK_PARLCC_JC - Unknown - Female - Human Rights and Gender Equality",Number,0,407,,,,2021 - 2022,,,
2173,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Joint Committees - SG_DMK_PARLCC_JC - Unknown - Female - Finance",Number,0,407,,,,2021 - 2022,,,
2174,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Joint Committees - SG_DMK_PARLCC_JC - under 46 years old - Male - Gender Equality",Number,0,407,,,,2021 - 2022,,,
2175,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Joint Committees - SG_DMK_PARLCC_JC - under 46 years old - Female - Gender Equality",Number,0,407,,,,2021 - 2022,,,
2176,"16.7.1 - Ratio for female members of parliaments (Ratio of the proportion of women in parliament in the proportion of women in the national population with the age of eligibility as a lower bound boundary), Lower Chamber or Unicameral - SG_DMK_PARLMP_LC",Ratio,0,408,,,,2021 - 2022,,,
2177,"16.7.1 - Number of speakers in parliament, by age and sex , Lower Chamber or Unicameral - SG_DMK_PARLSP_LC - All age ranges or no breaks by age - Female",Number,0,409,,,,2021 - 2022,,,
2178,"16.7.1 - Number of speakers in parliament, by age and sex , Lower Chamber or Unicameral - SG_DMK_PARLSP_LC - All age ranges or no breaks by age - Male",Number,0,409,,,,2021 - 2022,,,
2179,"16.7.1 - Number of speakers in parliament, by age and sex , Lower Chamber or Unicameral - SG_DMK_PARLSP_LC - 46 years old and over - Female",Number,0,409,,,,2021 - 2022,,,
2180,"16.7.1 - Number of speakers in parliament, by age and sex , Lower Chamber or Unicameral - SG_DMK_PARLSP_LC - 46 years old and over - Male",Number,0,409,,,,2021 - 2022,,,
2181,"16.7.1 - Number of speakers in parliament, by age and sex , Lower Chamber or Unicameral - SG_DMK_PARLSP_LC - under 46 years old - Female",Number,0,409,,,,2021 - 2022,,,
2182,"16.7.1 - Number of speakers in parliament, by age and sex , Lower Chamber or Unicameral - SG_DMK_PARLSP_LC - under 46 years old - Male",Number,0,409,,,,2021 - 2022,,,
2183,"16.7.1 - Number of speakers in parliament, by age and sex , Lower Chamber or Unicameral - SG_DMK_PARLSP_LC - Unknown - Female",Number,0,409,,,,2021 - 2022,,,
2184,"16.7.1 - Number of speakers in parliament, by age and sex , Lower Chamber or Unicameral - SG_DMK_PARLSP_LC - Unknown - Male",Number,0,409,,,,2021 - 2022,,,
2185,"16.7.1 - Number of speakers in parliament, by age and sex , Lower Chamber or Unicameral - SG_DMK_PARLSP_LC - Not available - Not available",Number,0,409,,,,2021 - 2022,,,
2186,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - under 46 years old - Female - Human Rights",Number,0,410,,,,2021 - 2022,,,
2187,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - under 46 years old - Female - Defence",Number,0,410,,,,2021 - 2022,,,
2188,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - under 46 years old - Female - Gender Equality",Number,0,410,,,,2021 - 2022,,,
2189,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - under 46 years old - Female - Foreign Affairs and Defence",Number,0,410,,,,2021 - 2022,,,
2190,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - under 46 years old - Female - Finance",Number,0,410,,,,2021 - 2022,,,
2191,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - under 46 years old - Female - Foreign Affairs",Number,0,410,,,,2021 - 2022,,,
2192,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - under 46 years old - Female - Human Rights and Gender Equality",Number,0,410,,,,2021 - 2022,,,
2193,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - under 46 years old - Male - Human Rights",Number,0,410,,,,2021 - 2022,,,
2194,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - under 46 years old - Male - Defence",Number,0,410,,,,2021 - 2022,,,
2195,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - under 46 years old - Male - Gender Equality",Number,0,410,,,,2021 - 2022,,,
2196,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - under 46 years old - Male - Foreign Affairs and Defence",Number,0,410,,,,2021 - 2022,,,
2197,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - under 46 years old - Male - Finance",Number,0,410,,,,2021 - 2022,,,
2198,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - under 46 years old - Male - Foreign Affairs",Number,0,410,,,,2021 - 2022,,,
2199,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - under 46 years old - Male - Foreign Affairs, Defence and Finance",Number,0,410,,,,2021 - 2022,,,
2200,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - under 46 years old - Male - Human Rights and Gender Equality",Number,0,410,,,,2021 - 2022,,,
2201,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - Not available - Not available - Human Rights",Number,0,410,,,,2021 - 2022,,,
2202,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - Not available - Not available - Defence",Number,0,410,,,,2021 - 2022,,,
2203,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - Not available - Not available - Gender Equality",Number,0,410,,,,2021 - 2022,,,
2204,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - Not available - Not available - Finance",Number,0,410,,,,2021 - 2022,,,
2205,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - Not available - Not available - Foreign Affairs",Number,0,410,,,,2021 - 2022,,,
2206,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - 46 years old and over - Female - Human Rights",Number,0,410,,,,2021 - 2022,,,
2207,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - 46 years old and over - Female - Defence",Number,0,410,,,,2021 - 2022,,,
2208,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - 46 years old and over - Female - Gender Equality",Number,0,410,,,,2021 - 2022,,,
2209,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - 46 years old and over - Female - Foreign Affairs and Defence",Number,0,410,,,,2021 - 2022,,,
2210,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - 46 years old and over - Female - Finance",Number,0,410,,,,2021 - 2022,,,
2211,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - 46 years old and over - Female - Foreign Affairs",Number,0,410,,,,2021 - 2022,,,
2212,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - 46 years old and over - Female - Human Rights and Gender Equality",Number,0,410,,,,2021 - 2022,,,
2213,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - 46 years old and over - Male - Human Rights",Number,0,410,,,,2021 - 2022,,,
2214,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - 46 years old and over - Male - Defence",Number,0,410,,,,2021 - 2022,,,
2215,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - 46 years old and over - Male - Gender Equality",Number,0,410,,,,2021 - 2022,,,
2216,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - 46 years old and over - Male - Foreign Affairs and Defence",Number,0,410,,,,2021 - 2022,,,
2217,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - 46 years old and over - Male - Finance",Number,0,410,,,,2021 - 2022,,,
2218,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - 46 years old and over - Male - Foreign Affairs",Number,0,410,,,,2021 - 2022,,,
2219,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - 46 years old and over - Male - Human Rights and Gender Equality",Number,0,410,,,,2021 - 2022,,,
2220,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - 46 years old and over - Unknown - Gender Equality",Number,0,410,,,,2021 - 2022,,,
2221,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - Unknown - Female - Human Rights",Number,0,410,,,,2021 - 2022,,,
2222,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - Unknown - Female - Defence",Number,0,410,,,,2021 - 2022,,,
2223,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - Unknown - Female - Gender Equality",Number,0,410,,,,2021 - 2022,,,
2224,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - Unknown - Female - Foreign Affairs and Defence",Number,0,410,,,,2021 - 2022,,,
2225,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - Unknown - Female - Finance",Number,0,410,,,,2021 - 2022,,,
2226,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - Unknown - Female - Foreign Affairs",Number,0,410,,,,2021 - 2022,,,
2227,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - Unknown - Male - Human Rights",Number,0,410,,,,2021 - 2022,,,
2228,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - Unknown - Male - Defence",Number,0,410,,,,2021 - 2022,,,
2229,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - Unknown - Male - Gender Equality",Number,0,410,,,,2021 - 2022,,,
2230,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - Unknown - Male - Foreign Affairs and Defence",Number,0,410,,,,2021 - 2022,,,
2231,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - Unknown - Male - Finance",Number,0,410,,,,2021 - 2022,,,
2232,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - Unknown - Male - Foreign Affairs",Number,0,410,,,,2021 - 2022,,,
2233,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - Unknown - Unknown - Human Rights",Number,0,410,,,,2021 - 2022,,,
2234,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral - SG_DMK_PARLCC_LC - Unknown - Unknown - Gender Equality",Number,0,410,,,,2021 - 2022,,,
2235,"16.7.1 - Ratio for female members of parliaments (Ratio of the proportion of women in parliament in the proportion of women in the national population with the age of eligibility as a lower bound boundary), Upper Chamber - SG_DMK_PARLMP_UC",Ratio,0,411,,,,2021 - 2022,,,
2236,"16.7.1 - Number of speakers in parliament, by age and sex, Upper Chamber - SG_DMK_PARLSP_UC - All age ranges or no breaks by age - Female",Number,0,412,,,,2021 - 2022,,,
2237,"16.7.1 - Number of speakers in parliament, by age and sex, Upper Chamber - SG_DMK_PARLSP_UC - All age ranges or no breaks by age - Male",Number,0,412,,,,2021 - 2022,,,
2238,"16.7.1 - Number of speakers in parliament, by age and sex, Upper Chamber - SG_DMK_PARLSP_UC - 46 years old and over - Female",Number,0,412,,,,2021 - 2022,,,
2239,"16.7.1 - Number of speakers in parliament, by age and sex, Upper Chamber - SG_DMK_PARLSP_UC - 46 years old and over - Male",Number,0,412,,,,2021 - 2022,,,
2240,"16.7.1 - Number of speakers in parliament, by age and sex, Upper Chamber - SG_DMK_PARLSP_UC - Unknown - Female",Number,0,412,,,,2021 - 2022,,,
2241,"16.7.1 - Number of speakers in parliament, by age and sex, Upper Chamber - SG_DMK_PARLSP_UC - Unknown - Male",Number,0,412,,,,2021 - 2022,,,
2242,"16.7.1 - Number of speakers in parliament, by age and sex, Upper Chamber - SG_DMK_PARLSP_UC - under 46 years old - Female",Number,0,412,,,,2021 - 2022,,,
2243,"16.7.1 - Number of speakers in parliament, by age and sex, Upper Chamber - SG_DMK_PARLSP_UC - under 46 years old - Male",Number,0,412,,,,2021 - 2022,,,
2244,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - under 46 years old - Male - Gender Equality",Number,0,413,,,,2021 - 2022,,,
2245,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - under 46 years old - Male - Human Rights",Number,0,413,,,,2021 - 2022,,,
2246,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - under 46 years old - Male - Foreign Affairs",Number,0,413,,,,2021 - 2022,,,
2247,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - under 46 years old - Male - Defence",Number,0,413,,,,2021 - 2022,,,
2248,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - under 46 years old - Male - Human Rights and Gender Equality",Number,0,413,,,,2021 - 2022,,,
2249,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - under 46 years old - Male - Finance",Number,0,413,,,,2021 - 2022,,,
2250,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - under 46 years old - Female - Gender Equality",Number,0,413,,,,2021 - 2022,,,
2251,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - under 46 years old - Female - Human Rights",Number,0,413,,,,2021 - 2022,,,
2252,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - under 46 years old - Female - Foreign Affairs",Number,0,413,,,,2021 - 2022,,,
2253,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - under 46 years old - Female - Human Rights and Gender Equality",Number,0,413,,,,2021 - 2022,,,
2254,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - under 46 years old - Female - Finance",Number,0,413,,,,2021 - 2022,,,
2255,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - Unknown - Male - Gender Equality",Number,0,413,,,,2021 - 2022,,,
2256,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - Unknown - Male - Human Rights",Number,0,413,,,,2021 - 2022,,,
2257,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - Unknown - Male - Foreign Affairs",Number,0,413,,,,2021 - 2022,,,
2258,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - Unknown - Male - Defence",Number,0,413,,,,2021 - 2022,,,
2259,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - Unknown - Male - Foreign Affairs and Defence",Number,0,413,,,,2021 - 2022,,,
2260,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - Unknown - Male - Finance",Number,0,413,,,,2021 - 2022,,,
2261,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - Unknown - Female - Gender Equality",Number,0,413,,,,2021 - 2022,,,
2262,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - Unknown - Female - Foreign Affairs",Number,0,413,,,,2021 - 2022,,,
2263,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - Unknown - Female - Finance",Number,0,413,,,,2021 - 2022,,,
2264,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - 46 years old and over - Male - Gender Equality",Number,0,413,,,,2021 - 2022,,,
2265,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - 46 years old and over - Male - Human Rights",Number,0,413,,,,2021 - 2022,,,
2266,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - 46 years old and over - Male - Foreign Affairs",Number,0,413,,,,2021 - 2022,,,
2267,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - 46 years old and over - Male - Defence",Number,0,413,,,,2021 - 2022,,,
2268,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - 46 years old and over - Male - Human Rights and Gender Equality",Number,0,413,,,,2021 - 2022,,,
2269,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - 46 years old and over - Male - Foreign Affairs and Defence",Number,0,413,,,,2021 - 2022,,,
2270,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - 46 years old and over - Male - Finance",Number,0,413,,,,2021 - 2022,,,
2271,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - 46 years old and over - Female - Gender Equality",Number,0,413,,,,2021 - 2022,,,
2272,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - 46 years old and over - Female - Human Rights",Number,0,413,,,,2021 - 2022,,,
2273,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - 46 years old and over - Female - Foreign Affairs",Number,0,413,,,,2021 - 2022,,,
2274,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - 46 years old and over - Female - Foreign Affairs, Defence and Human Rights",Number,0,413,,,,2021 - 2022,,,
2275,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - 46 years old and over - Female - Defence",Number,0,413,,,,2021 - 2022,,,
2276,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - 46 years old and over - Female - Foreign Affairs, Defence and Finance",Number,0,413,,,,2021 - 2022,,,
2277,"16.7.1 - Number of chairs of permanent committees, by age sex and focus of the committee, Upper Chamber - SG_DMK_PARLCC_UC - 46 years old and over - Female - Finance",Number,0,413,,,,2021 - 2022,,,
