tag,dataset_id,id,name,unit,notes
v3lgsrvlo,0,498,Lower chamber members serve in government,0: No. 1: Yes.,"In practice, are members of the lower (or unicameral) chamber of the legislature able to serve simultaneously as ministers in the government?"
v2xeg_eqaccess,0,499,Equal access index,"
Interval, from low to high (0-1).","How equal is access to power?
The Equal Access subcomponent is based on the idea that neither the protections of rights and freedoms nor the equal distribution of resources is sufficient to ensure adequate representation. Ideally, all groups should enjoy equal de facto capabilities to participate, to serve in positions of political power, to put issues on the agenda, and to influence policymaking.
The index is formed by taking the point estimates from a Bayesian factor analysis model of the indicators power distributed by socioeconomic position (v2pepwrses), power distributed by social group (v2pepwrsoc), and power distributed by gender (v2pepwrgen).
Source: v2pepwrgen v2pepwrsoc v2pepwrses"
v3stnatant,0,500,National anthem,"0: No. There may be popular songs identified with the nation but there is no official, state-recognized national anthem. 1: Yes. There is an official, state-recognized national anthem.
Dichotomous","Is there a national anthem?
Source: CCP (v67); Bristow, Michael Jamieson (ed). 2006. National Anthems of the World, Eleventh Edition. Casell. www.nationalanthems.info; https://www.cia.gov/library/publications/the-world-factbook; https://en.wikipedia.org/wiki/List_of_historical_national_anthems."
v3stnatbank,0,501,National bank,"0: No. 1: Yes.
Dichotomous","Is there a national bank?
Source: Various country-specific sources"
v3peminwage,0,502,Minimum wage,"0: No. 1: Yes, the state imposes a minimum wage (legislation, regulations). 2: Yes, there are corporate bargaining arrangements that effectively ensure a minimum wage. 3: Yes, there is a tripartite committee that sets the wage (representatives from union, employer, government).
Nominal","Is there a minimum wage?
Source: ILO; East Asia Pacific at Work: Employment, Enterprise, and Well-being, By World Bank, 2014."
v3elsec,0,504,De jure ballot secrecy,"0: no.1: Yes.2: Secrecy optional.3: Varies spatially and/or hierarchically.
Nominal","Is there ballot secrecy by law?
Source: IFES; IDEA; http://en.wikipedia.org/wiki/Secret_ballot, various country specific sources."
v3serfdeju,0,505,Serfdom de jure/slavery de jure,"0. Yes.1. No.
Dichotomous","Is serfdom legal?
Refers to the de jure status of serfdom, not its actual practice.
Source: Various country specific sources"
v3canageuc,0,506,Minimum candidate age upper chamber,"
Interval","What is the minimum age at which citizens are allowed to serve in the upper chamber?
Leave blank if there is no upper chamber.
Source: Caramani (2000); Flora et al. (1983); Nohlen and colleagues (1999, 2002, 2005, 2010); Mackie and Rose (1991); Posada-Carbó (1996); Rokkan and Meyriat (1969); Sternberger and Vogel (1969); CCP (Elkins et al. 2012); and various country specific sources, including constitutions."
v3elageuc,0,507,Minimum voting age upper chamber,"
Interval","What is the minimum age at which citizens are allowed to vote for the upper chamber of the national parliament?
Leave blank if there is no upper chamber.
Source: Caramani (2000); Flora et al. (1983); Nohlen and colleagues (1999, 2002, 2005, 2010); Mackie and Rose (1991); Posada-Carbó (1996); Rokkan and Meyriat (1969); Sternberger and Vogel (1969); CCP (Elkins et al. 2012); and various country specific sources, including constitutions."
v3eldirelc,0,508,Direct lower chamber (unicameral) elections,"0: Indirect 1: Direct 2: Mixed (differs depending on individual or collective characteristics).
Nominal","What is the mode of election of the parliament/lower chamber?
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Websites of National Parliaments. Library of Congress - Country Studies. Various country-specific sources. Constitutions."
v3eldireuc,0,515,Direct upper chamber elections,"0: Indirect 1: Direct 2: Mixed (differs depending on individual or collective characteristics).
Nominal","What is the mode of election of the upper chamber?
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Websites of National Parliaments. Library of Congress - Country Studies. Various country-specific sources. Constitutions."
v3eldirepr,0,516,Direct presidential elections,"0: Indirect 1: Direct 2: Mixed (differs depending on individual or collective characteristics).
Nominal","What is the mode of election of the president in popular elections?
Cases in which the constitution provides that the president is elected by the legislature, including those in which the legislature elects only if none of the candidates obtains some minimum threshold of votes, should be coded according to the provisions concerning popular elections.
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Websites of National Parliaments. Library of Congress - Country Studies. Various country-specific sources. Constitutions."
v3elncbmaj,0,517,Minority or majority government,"0: Parties are not allowed.1: No, the parties represented in cabinet held less than half of the (lower chamber) legislative seats.2: Yes, the parties represented in cabinet held half, or more than half, of the (lower chamber) legislative seats.3: Parties are allowed but nonexistent or so diffuse as to be more like factions, and the factions represented in government hold less than half of the (lower chamber) legislative seats.4: Parties are allowed but nonexistent or so diffuse as to be more like factions, but the factions represented in government hold half, or more than half, of the (lower chamber) legislative seats.
Nominal","In the first cabinet after this national election, did the political parties that were represented in the cabinet hold a majority of the seats in the (lower chamber of) the legislature?
Source: http://www.countrystudies.us, various country specific sources."
v3elupvtlg,0,518,Upper chamber election vote share of largest vote-getter,"
Interval","In this election to the upper chamber of the legislature, what percentage () of the vote was received by the largest party in the first/only round?
Leave this question blank if election was nonpartisan, i.e., no parties (not even pro-government parties) were allowed.
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Wikipedia. Websites of National Parliaments. Websites of National Bureau of Statistics. Various country-specific sources."
v3elupvtsm,0,519,Upper chamber election vote share of second-largest vote-getter,"
Interval","In this election to the upper chamber of the legislature, what percentage () of the vote was received by the second largest party in the first/only round?
Leave this question blank if election was nonpartisan, i.e., no parties (not even pro-government parties) were allowed.
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Wikipedia. Websites of National Parliaments. Websites of National Bureau of Statistics. Various country-specific sources."
v3elupstsl,0,520,Upper chamber election seats won by largest party,"
Interval","In this election to the upper chamber of the legislature, how many seats were obtained by the largest party?
Does not include appointed (nonelected) seats. Leave this question blank if election was nonpartisan, i.e., no parties (not even pro-government parties) were allowed.
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Wikipedia. Websites of National Parliaments. Websites of National Bureau of Statistics. Various country-specific sources."
v3elupseat,0,521,Upper chamber election seats,"
Interval","In this election, how many seats were there in the upper chamber of the legislature?
Does not include appointed (nonelected) seats. Leave this question blank if election was nonpartisan, i.e., no parties (not even pro-government parties) were allowed.
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Wikipedia. Websites of National Parliaments. Websites of National Bureau of Statistics. Various country-specific sources."
v3elupstsm,0,522,Upper chamber election seats won by second largest party,"
Interval","In this election, how many seats in the upper chamber of the legislature were obtained by the next-largest party?
Does not include appointed (nonelected) seats. Leave this question blank if election was nonpartisan, i.e., no parties (not even pro-government parties) were allowed.
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Wikipedia. Websites of National Parliaments. Websites of National Bureau of Statistics. Various country-specific sources."
v3eltvriguc,0,523,Upper chamber election turnover,"0: No. The same party/group/coalition remained in control of the majority of seats.1: Partly. The leading position within a coalition changed. Or, a new coalition includes some old groups/parties and some new groups/parties. 2: Yes. Another party/group/coalition gained control of the majority of seats.
Ordinal.","Did control of the upper chamber of the legislature change as a result of this election, according to official results?
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Wikipedia. Websites of National Parliaments. Websites of National Bureau of Statistics. Various country-specfic sources."
v3ttlvote,0,524,Total votes,"
Interval","What is the total number of votes cast in this election.
Leave this question blank if election was nonpartisan, i.e., no parties (not even pro-government parties) were allowed.
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Wikipedia. Websites of National Parliaments. Websites of National Bureau of Statistics. Various country-specific sources."
v3psagefirst,0,525,Party age largest,"
Interval","How many years have passed since the party that holds the most seats in the lower chamber (or only chamber) of the legislature was formed?
1. In case of multiple elections in the same year, the party age was coded for the parliament that sat for the most days. In cases where two parties were tied in the number of seats, the one with the most votes nationally was considered the largest. 2. In cases where the share of electoral vote was not available, the party which formed the governing coalition was coded as the largest instead of the opposition party.
Source: http://countrystudies.us"
v3psagesecond,0,526,Party age second largest,"
Interval","How many years have passed since the party that holds the second most seats in the lower chamber (or only chamber) of the legislature was formed?
1. In case of multiple elections in the same year, the party age was coded for the parliament that sat for the most days. In cases where two parties were tied in the number of seats, the one with the most votes nationally was considered the largest. 2. In cases where the share of electoral vote was not available, the party which formed the governing coalition was coded as the largest instead of the opposition party.
Source: http://countrystudies.us"
e_wbgi_vae,0,527,Voice and accountability --- estimate,"","
~Voice and Accountability~ includes a number of indicators measuring various aspects of the political process, civil liberties and political rights. These indicators measure the extent to which citizens of a country are able to participate in the selection of governments. This category also includes indicators measuring the independence of the media, which serves an important role in monitoring those in authority and holding them accountable for their actions.
Source: Kaufmann et al. (2016)."
v3psagethird,0,528,Party age third largest,"
Interval","How many years have passed since the party that holds the third most seats in the lower chamber (or only chamber) of the legislature was formed?
1. In case of multiple elections in the same year, the party age was coded for the parliament that sat for the most days. In cases where two parties were tied in the number of seats, the one with the most votes nationally was considered the largest. 2. In cases where the share of electoral vote was not available, the party which formed the governing coalition was coded as the largest instead of the opposition party.
Source: http://countrystudies.us"
v3psagepm,0,529,Party age executive,"
Interval","How many years have passed since the party controlling the executive was formed?
If there is a coalition government, you should count the party of the prime minister was counted. In case of multiple elections in the same year, the party age was coded for the parliament that sat for the most days.
Source: http://countrystudies.us"
v3ststatag,0,531,Statistical agency,"0: No. 1: Yes.
Dichotomous","Is there a national statistical agency?
A statistical agency is an official government organization exclusively devoted to gathering numerical information in a variety of subjects about the country. This may be a completely independent agency or a distinguishable office or department within another governmental agency.
Source: Various country-specific sources"
v3ststybpub,0,532,Statistical yearbook published,"0: No. 1: Yes.
Dichotomous","Was there a statistical yearbook issued this year?
A statistical yearbook is a recurrent publication of a government agency published annually or less frequently which contain statistical tables in more than one of the following categories: 1. Physical environment; 2. Demography; 3. Economic Affairs; 4. Political Affairs; and 5. Cultural Affairs.
Source: Various country-specific sources"
v3ststybcov,0,533,Statistical yearbook covered,"0: No. 1: Yes.
Dichotomous","Was this year covered by a published statistical yearbook?
By """"covered"""" we mean whether, based on the title of the yearbook, information about this year was included in a statistical yearbook. For example, if a yearbook was published in 1914, according to its title covering 1911-1914, then v3ststybpub should be coded as 1 for 1914 only, 0 for 1911-1913, but v3ststybcov as 1 for 1911-1914.
Source: Various country-specific sources"
v3stcensus,0,534,Census,"0. No.1. Yes.
Dichotomous","Was there a national census in this year?
In order to count as a """"census"""", the following four criteria needs to be satisfied: 1. UNIVERSALITY: the census attempted to cover the entire population and not just a sample. 2. INDIVIDUAL ENUMERATION: the census enumerates each individual separately and records his or her characteristics separately. If the census only produces aggregate or summarised information, it is only a population count and should not count as a census. For example, A population count of a household with 4 people would produce the following results: Age---Adults: 2; Children: 2 Sex---Males: 2; Females: 2 Instead, an individual enumeration would look like this: Head of household-male-adult Spouse-female-adult Son-male-child Daughter-female-child The key difference is that only in the individual enumeration the data on various characteristics can be cross-tabulated. 3. DEFINED TERRITORY: The territory covered, along with any changes in its area is clearly stated. 4. SIMULTANEITY AND SPECIFIED TIME: Each person is enumerated as nearly as possible to the same well-defined point in time, and the collected data should refer to a well-defined reference period. Code """"1"""" if a national census was completed in this year -- but not if it was aborted or was not national in scope.
Source: Various country-specific sources"
v3pechilabl,0,535,Child labor laws,"0: No. 1: For nonagricultural employment only. 2: For all sectors.
Ordinal.","Is there national regulation prohibiting child labor?
Source: Child Labor: A Global View (A World View of Social Issues) Hardcover-- October 30, 2004 by Cathryne L. Schmitz (Editor), Elizabeth K. Collardey (Editor), Desi Larson (Editor). CCP (v592) asks Does the constitution place limits on child employment? The Routledge History of Childhood in the Western World, 2013, Paula S. Fass (editor). The World of Child Labor: An Historical and Regional Survey, 2009 by Hugh D. Hindman."
v3elwomcab,0,536,Election women in the cabinet,"Percent.
Interval","In the first cabinet after this national election, what percentage () of the ministers was female?
A """"minister"""" is defined as a person with a specific set of duties (a portfolio). It excludes ministers without portfolio and no specific responsibilities. Please provide an estimate if you do not know the exact figure.
Source: http://countrystudies.us, various country specific sources."
v3elagepr,0,537,Minimum voting age presidency,"
Interval","What is the minimum age at which citizens are allowed to vote for presidential elections?
Leave blank if there are no presidential elections.
Source: Caramani (2000); Flora et al. (1983); Nohlen and colleagues (1999, 2002, 2005, 2010); Mackie and Rose (1991); Posada-Carbó (1996); Rokkan and Meyriat (1969); Sternberger and Vogel (1969); CCP (Elkins et al. 2012); and various country specific sources, including constitutions."
v3elvotsml,0,538,Presidential election vote share of second-largest vote-getter,"
Interval","In this presidential election, what percentage () of the vote was received by the second most successful candidate in the first round?
Leave this question blank if election was nonpartisan, i.e., no parties (not even pro-government parties) were allowed. Record only direct presidential elections. Cases where the presidents are elected indirectly by the legislature (i.e. Germany) are not being coded since there is no popular vote share. However, in countries where electoral college is present (i.e. U.S.), the percentage of popular vote should be recorded if available.
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Wikipedia. Websites of National Parliaments. Websites of National Bureau of Statistics. Various country-specific sources."
v3ellovtlg,0,539,Lower chamber election vote share of largest vote-getter,"
Interval","In this election to the lower (or unicameral) chamber of the legislature, what percentage () of the vote was received by the largest party in the first/only round?
Leave this question blank if election was nonpartisan, i.e., no parties (not even pro-government parties) were allowed.
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Wikipedia. Websites of National Parliaments. Websites of National Bureau of Statistics. Various country-specific sources."
v3elloelsy,0,540,Lower chamber electoral system,"0: First-past-the-post (FPP, aka plurality) in single-member constituencies. The candidate with the most votes wins the seat. 1: Two-round system in single-member constituencies. Like FPP except that a threshold --- usually 50 + 1 --- is required to avoid a runoff between the two top vote-getters. 2: Alternative vote in single-member districts. Voters rank-order their preferences for the candidates who compete for a single seat. If any candidate receives an absolute majority of first preferences, s/he is elected. If not, then the least successful candidates (based on first-preferences) are eliminated and their votes reallocated to the second-preferences. This process is repeated until a candidate reaches 50 +1 of the votes. 3: Block vote in multi-member districts. Electors have as many votes as there are seats within that district and can rank-order them (within or across parties) as they please. 4: Party block vote in multi-member districts. Voters cast a vote for a single party (but not for individual candidates within the party's list). The party with the most votes (i.e., a plurality) wins all the seats in that district. 5: Parallel (SMD/PR). Some seats are in single-member districts (allocated by FPP or two-round electoral rules) and other seats are in multimember districts (allocated by some form of PR). These districts are overlapping, meaning that each elector votes twice: once in the single-member district race and once in the multi-member district race. Results are independent. 6: Mixed-member proportional (SMD with PR compensatory seats). Some seats are in single-member districts (allocated by FPP or two-round electoral rules) and other seats are in multimember districts (allocated by some form of PR). These districts are overlapping, meaning that each elector votes twice: once in the single-member district race and once in the multi-member district race. Results are not independent. Specifically, the multimember seats are used to rectify disproportionalities achieved in the single-member district election --- by adding seats, as necessary. This means that the representation of parties in the legislature is determined entirely by the PR ballot. It also means that the result of an MMP election is similar to the result of a PR election: parties achieve representation according to their nationwide vote share (on the PR ballot) 7: List PR with small multi-member districts (mean district size < 7). Each party presents a list of candidates for election within a district. Electors vote for a party, and parties receive seats in (rough) proportion to their overall share of the vote. Mean district size is less than seven. 8: List PR with large multi-member districts (mean district size > 7). Each party presents a list of candidates for election within a district. Electors vote for a party, and parties receive seats in (rough) proportion to their overall share of the vote. Mean district size is greater than seven. 9: Single-transferable vote (STV) in multi-member districts. Electors rank-order candidates nominated for a district. Candidates that surpass a specified quota of first-preference votes are elected. The remaining seats are chosen by reallocating the votes of the least successful candidates to elector's second- (or third-) preferences until the specified quota is reached. This process is repeated until all seats for that district are filled. 10: Single non-transferable vote (SNTV) in multi-member districts. Each elector chooses a single candidate. The candidates with the most votes (a plurality) win. (The number of winners is of course determined by the size of the district.) 11: Limited vote in multi-member districts. Electors have more than one vote but fewer votes than the number of seats in the district. The candidates with the most votes (a plurality) win. (The number of winners is of course determined by the size of the district.) 12: Borda Count in single- or multi-member districts. Electors use numbers to mark preferences among candidates and each preference is assigned a value. For example, in a ten-candidate field a first preference is worth one, a second preference is worth .9, and so forth. These are summed and the candidate(s) with the highest total(s) is/are elected.
Nominal","What was the electoral system used in this election for the lower or unicameral chamber of the legislature?
Further information on the following electoral system types can be found in Reynolds/Reilly, The New International IDEA Handbook (2005), chapter two and Annex B (Glossary of Terms) -- downloadable, free of charge, at www.idea.int/publications/esd/.
Source: Golder (2006); CLEA (Kollman et al. 2011); Colomer (2004); Chronicle of Parliamentary Elections (IPU); IDEA; IFES; Nohlen and colleagues (1999, 2002, 2005, 2010); various country-specific sources."
v3elparlel,0,541,Lower chamber electoral system,"0: Majoritarian. 1: Proportional. 2: Mixed. 3: Other (e.g. single non-transferable voting, limited voting)
Nominal","What was the electoral system used in this election for the lower or unicameral chamber of the legislature?
Source: Golder (2006); CLEA (Kollman et al. 2011); Colomer (2004); Chronicle of Parliamentary Elections (IPU); IDEA; IFES; Nohlen and colleagues (1999, 2002, 2005, 2010); various country-specific sources."
v3eltrnout,0,542,Election turnout,"
Interval","In this national election, what percentage () of all registered voters cast a vote according to official results?
Source: IDEA; Nohlen and colleagues (1999, 2002, 2005, 2010); NELDA (Hyde, Marinov 2012). Caramani (2000). Websites of National Parliaments. Library of Congress - Country Studies. Various country-specific sources."
v3elloseat,0,543,Lower chamber election seats,"
Interval","In this election, how many seats were there in the lower (or unicameral) chamber of the legislature?
Does not include appointed (nonelected) seats. Leave this question blank if election was nonpartisan, i.e., no parties (not even pro-government parties) were allowed.
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Wikipedia. Websites of National Parliaments. Websites of National Bureau of Statistics. Various country-specific sources."
v3ellostlg,0,544,Lower chamber election seats won by largest party,"
Interval","In this election to the lower (or unicameral) chamber of the legislature, how many seats were obtained by the largest party?
Does not include appointed (nonelected) seats. Leave this question blank if election was nonpartisan, i.e., no parties (not even pro-government parties) were allowed.
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Wikipedia. Websites of National Parliaments. Websites of National Bureau of Statistics. Various country-specific sources."
v3elvotlrg,0,545,Presidential election vote share of largest vote-getter,"
Interval","In this presidential election, what percentage () of the vote was received by the winning candidate in the first round?
Leave this question blank if election was nonpartisan, i.e., no parties (not even pro-government parties) were allowed. Record only direct presidential elections. Cases where the presidents are elected indirectly by the legislature (i.e. Germany) are not being coded since there is no popular vote share. However, in countries where electoral college is present (i.e. U.S.), the percentage of popular vote should be recorded if available.
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Wikipedia. Websites of National Parliaments. Websites of National Bureau of Statistics. Various country-specific sources."
v3ellovtsm,0,546,Lower chamber election vote share of second-largest vote-getter,"
Interval","In this election to the lower (or unicameral) chamber of the legislature, what percentage () of the vote was received by the second largest party in the first/only round?
Leave this question blank if election was nonpartisan, i.e., no parties (not even pro-government parties) were allowed.
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Wikipedia. Websites of National Parliaments. Websites of National Bureau of Statistics. Various country-specific sources."
v3ellostsl,0,547,Lower chamber election seat share won by largest party,"
Interval","In this election, what percentage () of the total seats in the lower (or unicameral) chamber of the legislature was obtained by the largest party?
Does not include appointed (nonelected) seats. Leave this question blank if election was nonpartisan, i.e., no parties (not even pro-government parties) were allowed.
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Wikipedia. Websites of National Parliaments. Websites of National Bureau of Statistics. Various country-specific sources."
v3ellostsm,0,548,Lower chamber election seats won by second largest party,"
Interval","In this election, how many seats in the lower (or unicameral) chamber of the legislature were obtained by the next-largest party?
Does not include appointed (nonelected) seats. Leave this question blank if election was nonpartisan, i.e., no parties (not even pro-government parties) were allowed.
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Wikipedia. Websites of National Parliaments. Websites of National Bureau of Statistics. Various country-specific sources."
v3ellostss,0,549,Lower chamber election seat share won by second largest party,"
Interval","In this election, what percentage () of the total seats in the lower (or unicameral) chamber of the legislature was obtained by the next-largest party?
Does not include appointed (nonelected) seats. Leave this question blank if election was nonpartisan, i.e., no parties (not even pro-government parties) were allowed.
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Wikipedia. Websites of National Parliaments. Websites of National Bureau of Statistics. Various country-specific sources."
v3exagehos,0,550,HOS age,"
Interval","In what year was the head of state born?
Source: worldstatesman.org."
v3eltvrig,0,551,Lower chamber election turnover,"0: No. The majority party or ruling coalition includes the same or substantially the same parties, even if some minor parties (holding less than 10 of the seats in the legislature) left or joined the coalition, or because the elections do not affect the lower chamber. 1: Half. A minority party or coalition who was not in control of the chamber before the elections assumed the leading position in the legislature but is dependent on other parties for support. Or, a post-election ruling coalition includes some old parties and some new parties and the new parties represent more than 10 of the seats in the legislature. 2: Yes. The incumbent party or coalition lost its majority or plurality-dominant position in the legislature and a different party or coalition assumes the majority position.
Ordinal.","Did control of the lower (or unicameral) chamber of the legislature change as a result of this election, according to official results?
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Websites of National Parliaments. Library of Congress - Country Studies. Various country-specific sources. Constitutions."
v3expathhs,0,552,HOS appointment in practice,"
Nominal","How did the head of state reach office?
If several bodies were involved in the appointment process, select the one that exerted the most critical impact on the decision. However, in the next question we ask separately about whether the approval of the legislature was necessary. Response category 7 should only be selected if the head of state is directly elected, not if he or she was appointed by the legislature after an election.
Source: Various country-specific sources"
v3lgelecup,0,553,Upper chamber elected,"
Interval","What percentage of the upper chamber of the legislature is directly elected in popular elections?
Exceptions to the norm of direct election include members who are appointed, e.g., by an executive, the military, or a theocratic body. Thus, if 10 of a upper chamber is appointed in some fashion the correct answer to this question would be 90.
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Wikipedia. Websites of National Parliaments. Websites of National Bureau of Statistics. Various country-specific sources."
v3lginelup,0,554,Upper chamber indirectly elected,"
Interval","What percentage of the upper chamber of the legislature is indirectly elected?
Indirect elections include elections by local/regional parliaments, country/city councilors or similar. Exceptions to the norm of indirect election include members who are appointed, e.g., by an executive, the military, or a theocratic body. We are not concerned with non-voting members or with members of the legislature who do not possess the powers of most legislators.
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Wikipedia. Websites of National Parliaments. Websites of National Bureau of Statistics. Various country-specific sources."
v3lgleglup,0,555,Upper chamber legislates by law,"
Dichotomous","By law, is the approval of the upper chamber of the legislature necessary to pass legislation?
Source: https://www.constituteproject.org; http://countrystudies.us; https://en.wikipedia.org"
v3lginello,0,556,Lower chamber indirectly elected,"
Interval","What percentage of the lower chamber of the legislature is indirectly elected?
Indirect elections include elections by local/regional parliaments, country/city councilors or similar. Exceptions to the norm of indirect election include members who are appointed, e.g., by an executive, the military, or a theocratic body. We are not concerned with non-voting members or with members of the legislature who do not possess the powers of most legislators.
Source: Nohlen and colleagues (1999, 2002, 2005, 2010). Caramani (2000). Wikipedia. Websites of National Parliaments. Websites of National Bureau of Statistics. Various country-specific sources."
v3lgqumin,0,557,Lower chamber quota for social groups,"0: No national level quota for any social group. 1: Yes, there are reserved seats for at least one social group.
Dichotomous","Is there a national-level quota for any social groups in the lower (or unicameral) chamber of the legislature?
These quotas are sometimes informally known as """"minority quotas."""" Do not record gender quotas here (as gender is not part of what we mean by a social group). Also, do not include special rules that benefit parties defined by social group but do not guarantee seats for these groups. For example, do not count a rule exempting parties from threshold requirements. Code """"yes"""" only if the groups covered by the quota have full voting rights in the legislature.
Source: https://www.constituteproject.org; http://countrystudies.us; https://en.wikipedia.org"
v3lglegllo,0,558,Lower chamber legislates by law,"
Dichotomous","By law, is the approval of the lower (or unicameral) chamber of the legislature necessary to pass legislation?
Source: https://www.constituteproject.org; http://countrystudies.us; https://en.wikipedia.org"
v3lgintblo,0,559,Lower chamber introduces bills,"
Dichotomous","By law, does the lower (or unicameral) chamber of the legislature have the ability to introduce bills in all policy jurisdictions?
Source: https://www.constituteproject.org; http://countrystudies.us; https://en.wikipedia.org"
v3lgamend,0,560,Legislature amends constitution,"
Dichotomous","By law, can the legislature (including both chambers of the legislature) change the constitution without the involvement of any other body?
Source: https://www.constituteproject.org; http://countrystudies.us; https://en.wikipedia.org; various country specific sources"
v3lgamnsty,0,561,Legislature amnesties,"
Dichotomous","By law, does the legislature have the power to grant amnesty or pardon?
Source: https://www.constituteproject.org; http://countrystudies.us; https://en.wikipedia.org"
v2peprisch,0,562,Primary school enrollment,"","What percentage of the primary school-aged population is enrolled in primary school?
This is based on Barro and Lee’s (2016) long-term data on primary school enrollment (available in 5-year intervals). The time series is interpolated to impute values for all years between the five-year intervals.
Source: Barro and Lee Long-Run Enrollment Ratios by Country."
e_miinteco,0,563,"Armed conflict, international","","Did the country participate in an international armed conflict?
Coded 1 if the country participated in an international armed conflict in a given year, 0 otherwise. The original source codebook (Brecke 2001) states that no war is coded as 0 and war is coded as 1. However, the data contains only 1's along with missing data (no 0's). Following the authors' instructions (personal communication), we re-code missing observations as non-conflict (0) for countries where at least one year in the original times series (which runs from 1500 until present) was coded as 1.
Source: Clio Infra (clio-infra.eu), drawing on Brecke (2001)."
v2pesecsch,0,564,Secondary school enrollment,"","What percentage of the secondary school-aged population is enrolled in secondary school?
This is based on Barro and Lee’s (2016) long-term data on secondary school enrollment (available in 5-year intervals). The time series is interpolated to impute values for all years between the five-year intervals.
Source: Barro and Lee Long-Run Enrollment Ratios by Country."
v2ex_hosconhog,0,565,HOG appointed by HOS,"0: No. 1: Yes.
Dichotomous.","Is the head of government HOG appointed by the head of state HOS?
Source: v2expathhg"
e_wbgi_gee,0,566,Government effectiveness,"","
~Government Effectiveness~ combines into a single grouping responses on the quality of public service provision, the quality of the bureaucracy, the competence of civil servants, the independence of the civil service from political pressures, and the credibility of the government's commitment to policies. The main focus of this index is on ~inputs~ required for the government to be able to produce and implement good policies and deliver public goods.
Source: Kaufmann et al. (2016)."
v2x_regime,0,567,Regimes of the world -- the RoW measure,"0: Closed autocracy: No multiparty elections for the chief executive or the legislature. smallskip1: Electoral autocracy: De-jure multiparty elections for the chief executive and the legislature, but failing to achieve that elections are free and fair, or de-facto multiparty, or a minimum level of Dahl’s institutional prerequisites of polyarchy as measured by V-Dem’s Electoral Democracy Index (v2x_polyarchy). smallskip 2: Electoral democracy: De-facto free and fair multiparty elections and a minimum level of Dahl’s institutional prerequisites for polyarchy as measured by V- Dem’s Electoral Democracy Index (v2x_polyarchy), but either access to justice, or transparent law enforcement, or liberal principles of respect for personal liberties, rule of law, and judicial as well as legislative constraints on the executive not satisfied as measured by V-Dem’s Liberal Component Index (v2x_liberal). smallskip3: Liberal democracy: De-facto free and fair multiparty elections and a minimum level of Dahl’s institutional prerequisites for polyarchy as measured by V- Dem’s Electoral Democracy Index (v2x_polyarchy) are guaranteed as well as access to justice, transparent law enforcement and the liberal principles of respect for personal liberties, rule of law, and judicial as well as legislative constraints on the executive satisfied as measured by V-Dem’s Liberal Component Index (v2x_liberal). smallskip
Ordinal.","How can the political regime overall be classified considering the competitiveness of access to power (polyarchy) as well as liberal principles?
Electoral democracies score above 2 on the indicators for multi-party (v2elmulpar_osp) and free and fair elections (v2elfrfair_osp), as well as above 0.5 on the Electoral Democracy Index (v2x_polyarchy). Liberal democracy meets the criteria for Electoral democracy but also satisfy the liberal dimensions by a score above 0.8 on the V-Dem Liberal Component index (v2x_liberal), as well as a score above 3 on transparent law enforcement (v2cltrnslw_osp), access to justice for men (v2clacjstm_osp) and women (v2clacjstw_osp). Electoral autocracies fail to meet one or more of the above-mentioned criteria of electoral democracies, but subject the chief executive and the legislature to de-jure multiparty elections as indicated by a score above 1 on the V-Dem multiparty elections indictor (v2elmulpar_osp_leg/_ex). Closed autocracies do not satisfy the latter criterion.
Source: v2x_elecreg v2xlg_elecreg v2xex_elecreg v2elmulpar_osp_ex v2elmulpar_osp_leg v2elmulpar_osp v2elfrfair_osp v2elfrfair_osp_leg v2elfrfair_osp_ex v2expathhg v2expathhs v2ex_legconhos v2ex_hosw v2x_polyarchy v2x_liberal v2clacjstm_osp v2clacjstw_osp v2cltrnslw_osp v2exaphogp"
