Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","03/03/2022 09:04"
"Last updated:","03/03/2022 09:04"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:",Solutions
"Data table contains the following:",Solutions
"Content type","Total flow figures"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=gmc9Fi
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Solution types included","RET,RDP,RST,NAT"
Years:
Origin:,all
"Country of asylum:"
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Resettlement arrivals"
1998,Libya,LBY,-,-,5
1998,Lebanon,LBN,-,-,5
1998,"Sri Lanka",LKA,-,-,178
1998,"North Macedonia",MKD,-,-,5
1998,Mexico,MEX,-,-,5
1998,Myanmar,MMR,-,-,312
1998,Nigeria,NGA,-,-,336
1998,Pakistan,PAK,-,-,168
1998,Peru,PER,-,-,13
1998,Philippines,PHL,-,-,5
1998,"Russian Federation",RUS,-,-,23542
1998,Rwanda,RWA,-,-,258
1998,"El Salvador",SLV,-,-,119
1998,"Saudi Arabia",SAU,-,-,8
1998,"Sierra Leone",SLE,-,-,201
1998,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,3701
1998,"Viet Nam",VNM,-,-,10901
1998,Stateless,XXA,-,-,20
1998,Sudan,SDN,-,-,2383
1998,Slovenia,SVN,-,-,21
1998,Eswatini,SWZ,-,-,13
1998,Switzerland,CHE,-,-,21
1998,"Syrian Arab Rep.",SYR,-,-,37
1998,Tibetan,TIB,-,-,5
1998,Tajikistan,TJK,-,-,94
1998,Turkmenistan,TKM,-,-,5
1998,Togo,TGO,-,-,35
1998,Tunisia,TUN,-,-,25
1998,Turkey,TUR,-,-,37
1998,Uganda,UGA,-,-,18
1998,"Unknown ",,-,-,380
1998,Ukraine,UKR,-,-,35
1998,Uzbekistan,UZB,-,-,15
1998,Zambia,ZMB,-,-,7
1999,"Bosnia and Herzegovina",BIH,-,-,26108
1999,Ethiopia,ETH,-,-,2423
1999,Somalia,SOM,-,-,5010
1999,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,18497
1999,Afghanistan,AFG,-,-,3270
1999,Albania,ALB,-,-,19
1999,Algeria,DZA,-,-,49
1999,Angola,AGO,-,-,10
1999,Egypt,EGY,-,-,313
1999,Armenia,ARM,-,-,43
1999,Austria,AUT,-,-,5
1999,Azerbaijan,AZE,-,-,218
1999,Burundi,BDI,-,-,345
1999,Bhutan,BTN,-,-,5
1999,Belarus,BLR,-,-,975
1999,Bulgaria,BGR,-,-,5
1999,Cambodia,KHM,-,-,5
1999,Chad,TCD,-,-,27
1999,China,CHN,-,-,22
1999,Cameroon,CMR,-,-,9
1999,Congo,COG,-,-,42
1999,"Dem. Rep. of the Congo",COD,-,-,216
1999,Colombia,COL,-,-,121
1999,Cuba,CUB,-,-,2023
1999,Djibouti,DJI,-,-,18
1999,Ecuador,ECU,-,-,16
1999,Eritrea,ERI,-,-,199
1999,Estonia,EST,-,-,64
1999,Gambia,GMB,-,-,19
1999,Palestinian,PSE,-,-,17
1999,Georgia,GEO,-,-,50
1999,Germany,DEU,-,-,653
1999,Ghana,GHA,-,-,10
1999,Greece,GRC,-,-,35
1999,Guatemala,GTM,-,-,23
1999,Guinea,GIN,-,-,11
1999,Haiti,HTI,-,-,91
1999,Honduras,HND,-,-,5
1999,Croatia,HRV,-,-,3662
1999,"Cote d'Ivoire",CIV,-,-,5
1999,India,IND,-,-,35
1999,Indonesia,IDN,-,-,70
1999,"Iran (Islamic Rep. of)",IRN,-,-,3703
1999,Iraq,IRQ,-,-,5154
1999,Italy,ITA,-,-,12
1999,Jordan,JOR,-,-,28
1999,Kazakhstan,KAZ,-,-,406
1999,Kenya,KEN,-,-,93
1999,Kyrgyzstan,KGZ,-,-,139
1999,"Dem. People's Rep. of Korea",PRK,-,-,5
1999,Kuwait,KWT,-,-,197
1999,"Lao People's Dem. Rep.",LAO,-,-,19
1999,Liberia,LBR,-,-,2503
1999,Libya,LBY,-,-,5
1999,Lebanon,LBN,-,-,20
1999,"Sri Lanka",LKA,-,-,94
1999,Lithuania,LTU,-,-,13
1999,Latvia,LVA,-,-,160
1999,"North Macedonia",MKD,-,-,10
1999,"Rep. of Moldova",MDA,-,-,1019
1999,Mexico,MEX,-,-,5
1999,Malawi,MWI,-,-,14
1999,Malta,MLT,-,-,5
1999,Myanmar,MMR,-,-,443
1999,Namibia,NAM,-,-,7
1999,Nepal,NPL,-,-,5
1999,Nigeria,NGA,-,-,636
1999,Pakistan,PAK,-,-,283
1999,Peru,PER,-,-,5
1999,"South Africa",ZAF,-,-,17
1999,"Russian Federation",RUS,-,-,4288
1999,Rwanda,RWA,-,-,281
1999,"El Salvador",SLV,-,-,43
1999,"Sierra Leone",SLE,-,-,743
1999,Spain,ESP,-,-,5
1999,"Viet Nam",VNM,-,-,9967
1999,Stateless,XXA,-,-,13
1999,Sudan,SDN,-,-,3296
1999,Slovenia,SVN,-,-,5
1999,Switzerland,CHE,-,-,17
1999,"Syrian Arab Rep.",SYR,-,-,44
1999,Thailand,THA,-,-,13
1999,Tajikistan,TJK,-,-,25
1999,Turkmenistan,TKM,-,-,16
1999,Togo,TGO,-,-,112
1999,Tunisia,TUN,-,-,10
1999,Turkey,TUR,-,-,75
1999,"United Arab Emirates",ARE,-,-,6
1999,Uganda,UGA,-,-,43
1999,"Unknown ",,-,-,413
1999,Ukraine,UKR,-,-,8569
1999,Uzbekistan,UZB,-,-,851
1999,"Venezuela (Bolivarian Republic of)",VEN,-,-,5
1999,Yemen,YEM,-,-,18
2000,"Bosnia and Herzegovina",BIH,-,-,20513
2000,"Dem. Rep. of the Congo",COD,-,-,1715
2000,Rwanda,RWA,-,-,470
2000,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,6480
2000,Afghanistan,AFG,-,-,5556
2000,Albania,ALB,-,-,5
2000,Algeria,DZA,-,-,120
2000,Angola,AGO,-,-,7
2000,Egypt,EGY,-,-,27
2000,Armenia,ARM,-,-,9
2000,Azerbaijan,AZE,-,-,250
2000,Burundi,BDI,-,-,462
2000,Belarus,BLR,-,-,998
2000,Cambodia,KHM,-,-,25
2000,Chad,TCD,-,-,28
2000,China,CHN,-,-,16
2000,Cameroon,CMR,-,-,7
2000,Congo,COG,-,-,25
2000,Colombia,COL,-,-,619
2000,Cuba,CUB,-,-,3184
2000,"Equatorial Guinea",GNQ,-,-,10
2000,Eritrea,ERI,-,-,337
2000,Estonia,EST,-,-,61
2000,Ethiopia,ETH,-,-,2330
2000,France,FRA,-,-,5
2000,Gambia,GMB,-,-,13
2000,Georgia,GEO,-,-,24
2000,Ghana,GHA,-,-,5
2000,Guatemala,GTM,-,-,29
2000,Haiti,HTI,-,-,49
2000,Croatia,HRV,-,-,5098
2000,India,IND,-,-,74
2000,Indonesia,IDN,-,-,23
2000,"Iran (Islamic Rep. of)",IRN,-,-,7211
2000,Iraq,IRQ,-,-,5945
2000,Jordan,JOR,-,-,5
2000,Kazakhstan,KAZ,-,-,280
2000,Kenya,KEN,-,-,11
2000,Kyrgyzstan,KGZ,-,-,146
2000,Kuwait,KWT,-,-,31
2000,"Lao People's Dem. Rep.",LAO,-,-,64
2000,Liberia,LBR,-,-,2659
2000,Libya,LBY,-,-,9
2000,Lebanon,LBN,-,-,43
2000,"Sri Lanka",LKA,-,-,107
2000,Lithuania,LTU,-,-,9
2000,Latvia,LVA,-,-,97
2000,"Rep. of Moldova",MDA,-,-,1022
2000,Myanmar,MMR,-,-,1152
2000,Nigeria,NGA,-,-,55
2000,Pakistan,PAK,-,-,267
2000,Romania,ROU,-,-,5
2000,"Russian Federation",RUS,-,-,3503
2000,"El Salvador",SLV,-,-,90
2000,Seychelles,SYC,-,-,5
2000,"Sierra Leone",SLE,-,-,1432
2000,Somalia,SOM,-,-,6662
2000,"Viet Nam",VNM,-,-,3994
2000,Stateless,XXA,-,-,16
2000,Sudan,SDN,-,-,5854
2000,"Syrian Arab Rep.",SYR,-,-,162
2000,Tajikistan,TJK,-,-,24
2000,Togo,TGO,-,-,521
2000,Tunisia,TUN,-,-,5
2000,Turkey,TUR,-,-,15
2000,Uganda,UGA,-,-,36
2000,"Unknown ",,-,-,889
2000,Ukraine,UKR,-,-,7180
2000,Uzbekistan,UZB,-,-,689
2001,"Bosnia and Herzegovina",BIH,-,-,15518
2001,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,3233
2001,Afghanistan,AFG,-,-,7829
2001,Albania,ALB,-,-,5
2001,Algeria,DZA,-,-,44
2001,Angola,AGO,-,-,52
2001,Egypt,EGY,-,-,315
2001,Argentina,ARG,-,-,5
2001,Armenia,ARM,-,-,27
2001,Azerbaijan,AZE,-,-,448
2001,Burundi,BDI,-,-,398
2001,Belarus,BLR,-,-,919
2001,Cambodia,KHM,-,-,84
2001,Chad,TCD,-,-,5
2001,China,CHN,-,-,53
2001,Cameroon,CMR,-,-,21
2001,Congo,COG,-,-,84
2001,"Dem. Rep. of the Congo",COD,-,-,783
2001,Colombia,COL,-,-,880
2001,Cuba,CUB,-,-,2949
2001,Djibouti,DJI,-,-,17
2001,Ecuador,ECU,-,-,5
2001,Eritrea,ERI,-,-,413
2001,Estonia,EST,-,-,49
2001,Ethiopia,ETH,-,-,2272
2001,Gambia,GMB,-,-,5
2001,Palestinian,PSE,-,-,6
2001,Georgia,GEO,-,-,69
2001,Germany,DEU,-,-,6
2001,Guatemala,GTM,-,-,47
2001,Guinea,GIN,-,-,5
2001,Haiti,HTI,-,-,23
2001,Honduras,HND,-,-,12
2001,Croatia,HRV,-,-,2087
2001,India,IND,-,-,39
2001,Indonesia,IDN,-,-,15
2001,"Iran (Islamic Rep. of)",IRN,-,-,8595
2001,Iraq,IRQ,-,-,4864
2001,Kazakhstan,KAZ,-,-,280
2001,Kenya,KEN,-,-,26
2001,Kyrgyzstan,KGZ,-,-,100
2001,"Lao People's Dem. Rep.",LAO,-,-,22
2001,Liberia,LBR,-,-,3550
2001,Libya,LBY,-,-,5
2001,Lebanon,LBN,-,-,43
2001,"Sri Lanka",LKA,-,-,94
2001,Lithuania,LTU,-,-,30
2001,Latvia,LVA,-,-,117
2001,Mauritania,MRT,-,-,202
2001,"North Macedonia",MKD,-,-,5
2001,"Rep. of Moldova",MDA,-,-,1055
2001,Morocco,MAR,-,-,5
2001,Myanmar,MMR,-,-,964
2001,Nigeria,NGA,-,-,81
2001,Pakistan,PAK,-,-,127
2001,"Russian Federation",RUS,-,-,4159
2001,Rwanda,RWA,-,-,225
2001,"El Salvador",SLV,-,-,36
2001,"Sierra Leone",SLE,-,-,2647
2001,Somalia,SOM,-,-,5505
2001,"Viet Nam",VNM,-,-,3146
2001,Stateless,XXA,-,-,830
2001,Sudan,SDN,-,-,8088
2001,Slovenia,SVN,-,-,5
2001,"Syrian Arab Rep.",SYR,-,-,30
2001,Thailand,THA,-,-,5
2001,Tajikistan,TJK,-,-,19
2001,Turkmenistan,TKM,-,-,7
2001,Togo,TGO,-,-,310
2001,Tunisia,TUN,-,-,6
2001,Turkey,TUR,-,-,115
2001,"United Arab Emirates",ARE,-,-,7
2001,Uganda,UGA,-,-,23
2001,"Unknown ",,-,-,384
2001,Ukraine,UKR,-,-,6948
2001,Uzbekistan,UZB,-,-,692
2001,"Venezuela (Bolivarian Republic of)",VEN,-,-,5
2001,Yemen,YEM,-,-,15
2002,"Bosnia and Herzegovina",BIH,-,-,5191
2002,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,1349
2002,Afghanistan,AFG,-,-,6245
2002,Albania,ALB,-,-,5
2002,Algeria,DZA,-,-,13
2002,Angola,AGO,-,-,16
2002,Egypt,EGY,-,-,332
2002,Armenia,ARM,-,-,30
2002,Azerbaijan,AZE,-,-,121
2002,Burundi,BDI,-,-,419
2002,Bangladesh,BGD,-,-,10
2002,Cambodia,KHM,-,-,9
2002,Chad,TCD,-,-,6
2002,China,CHN,-,-,58
2002,Cameroon,CMR,-,-,6
2002,Congo,COG,-,-,86
2002,"Dem. Rep. of the Congo",COD,-,-,545
2002,Colombia,COL,-,-,1247
2002,Cuba,CUB,-,-,1906
2002,Eritrea,ERI,-,-,167
2002,Estonia,EST,-,-,39
2002,Ethiopia,ETH,-,-,1191
2002,Palestinian,PSE,-,-,24
2002,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,5
2002,Georgia,GEO,-,-,14
2002,Guatemala,GTM,-,-,30
2002,Guinea,GIN,-,-,5
2002,Haiti,HTI,-,-,11
2002,Croatia,HRV,-,-,871
2002,"Cote d'Ivoire",CIV,-,-,5
2002,India,IND,-,-,147
2002,Indonesia,IDN,-,-,23
2002,"Iran (Islamic Rep. of)",IRN,-,-,3501
2002,Iraq,IRQ,-,-,4480
2002,Kazakhstan,KAZ,-,-,223
2002,Kenya,KEN,-,-,24
2002,Kyrgyzstan,KGZ,-,-,67
2002,Kuwait,KWT,-,-,39
2002,"Lao People's Dem. Rep.",LAO,-,-,18
2002,Liberia,LBR,-,-,748
2002,Lebanon,LBN,-,-,97
2002,"Sri Lanka",LKA,-,-,131
2002,Latvia,LVA,-,-,58
2002,Mauritania,MRT,-,-,11
2002,"North Macedonia",MKD,-,-,5
2002,"Rep. of Moldova",MDA,-,-,1014
2002,Myanmar,MMR,-,-,286
2002,Nigeria,NGA,-,-,26
2002,Pakistan,PAK,-,-,85
2002,Philippines,PHL,-,-,5
2002,"Papua New Guinea",PNG,-,-,6
2002,"Russian Federation",RUS,-,-,2241
2002,Rwanda,RWA,-,-,205
2002,"El Salvador",SLV,-,-,12
2002,"Sierra Leone",SLE,-,-,727
2002,Somalia,SOM,-,-,767
2002,"Viet Nam",VNM,-,-,2894
2002,Stateless,XXA,-,-,41
2002,Sudan,SDN,-,-,4502
2002,"Syrian Arab Rep.",SYR,-,-,28
2002,"United Rep. of Tanzania",TZA,-,-,5
2002,Thailand,THA,-,-,5
2002,Tajikistan,TJK,-,-,10
2002,Turkmenistan,TKM,-,-,5
2002,Togo,TGO,-,-,43
2002,Turkey,TUR,-,-,111
2002,Uganda,UGA,-,-,37
2002,"Unknown ",,-,-,2050
2002,Ukraine,UKR,-,-,5020
2002,Uzbekistan,UZB,-,-,407
2003,Afghanistan,AFG,-,-,6021
2003,"Bosnia and Herzegovina",BIH,-,-,588
2003,"Sri Lanka",LKA,-,-,115
2003,Rwanda,RWA,-,-,293
2003,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,885
2003,Albania,ALB,-,-,5
2003,Algeria,DZA,-,-,34
2003,Angola,AGO,-,-,31
2003,Egypt,EGY,-,-,250
2003,Armenia,ARM,-,-,63
2003,Azerbaijan,AZE,-,-,420
2003,Burundi,BDI,-,-,435
2003,Belarus,BLR,-,-,702
2003,Cambodia,KHM,-,-,54
2003,Chad,TCD,-,-,13
2003,China,CHN,-,-,142
2003,Cameroon,CMR,-,-,6
2003,Congo,COG,-,-,274
2003,"Dem. Rep. of the Congo",COD,-,-,920
2003,Colombia,COL,-,-,2128
2003,Cuba,CUB,-,-,308
2003,Czechia,CZE,-,-,5
2003,Djibouti,DJI,-,-,5
2003,Ecuador,ECU,-,-,5
2003,Eritrea,ERI,-,-,479
2003,Estonia,EST,-,-,28
2003,Ethiopia,ETH,-,-,3238
2003,Gambia,GMB,-,-,12
2003,Palestinian,PSE,-,-,17
2003,Georgia,GEO,-,-,53
2003,Germany,DEU,-,-,5
2003,Guatemala,GTM,-,-,7
2003,Honduras,HND,-,-,24
2003,Croatia,HRV,-,-,296
2003,"Cote d'Ivoire",CIV,-,-,5
2003,India,IND,-,-,37
2003,Indonesia,IDN,-,-,857
2003,"Iran (Islamic Rep. of)",IRN,-,-,4040
2003,Iraq,IRQ,-,-,3255
2003,Jordan,JOR,-,-,6
2003,Kazakhstan,KAZ,-,-,118
2003,Kenya,KEN,-,-,23
2003,Kyrgyzstan,KGZ,-,-,46
2003,Kuwait,KWT,-,-,43
2003,"Lao People's Dem. Rep.",LAO,-,-,13
2003,Liberia,LBR,-,-,3715
2003,Lebanon,LBN,-,-,38
2003,Lithuania,LTU,-,-,21
2003,Latvia,LVA,-,-,49
2003,"North Macedonia",MKD,-,-,18
2003,"Rep. of Moldova",MDA,-,-,621
2003,Malaysia,MYS,-,-,5
2003,Myanmar,MMR,-,-,756
2003,Nepal,NPL,-,-,5
2003,Nigeria,NGA,-,-,62
2003,Pakistan,PAK,-,-,267
2003,"South Africa",ZAF,-,-,5
2003,"Russian Federation",RUS,-,-,1612
2003,"El Salvador",SLV,-,-,71
2003,"Sierra Leone",SLE,-,-,1896
2003,"Solomon Islands",SLB,-,-,5
2003,Somalia,SOM,-,-,2458
2003,"Viet Nam",VNM,-,-,1610
2003,Stateless,XXA,-,-,139
2003,Sudan,SDN,-,-,8440
2003,"Syrian Arab Rep.",SYR,-,-,25
2003,Tajikistan,TJK,-,-,13
2003,Turkmenistan,TKM,-,-,10
2003,Timor-Leste,TLS,-,-,124
2003,Togo,TGO,-,-,58
2003,Tunisia,TUN,-,-,15
2003,Turkey,TUR,-,-,35
2003,Uganda,UGA,-,-,12
2003,"Unknown ",,-,-,1875
2003,Ukraine,UKR,-,-,5070
2003,Uzbekistan,UZB,-,-,198
2003,Yemen,YEM,-,-,10
2003,Zambia,ZMB,-,-,12
2003,Zimbabwe,ZWE,-,-,13
2004,"Bosnia and Herzegovina",BIH,-,-,255
2004,Iraq,IRQ,-,-,2428
2004,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,474
2004,Afghanistan,AFG,-,-,5179
2004,Angola,AGO,-,-,30
2004,Egypt,EGY,-,-,595
2004,Armenia,ARM,-,-,88
2004,Azerbaijan,AZE,-,-,436
2004,Burundi,BDI,-,-,831
2004,Belarus,BLR,-,-,659
2004,Cambodia,KHM,-,-,46
2004,"Central African Rep.",CAF,-,-,32
2004,Chad,TCD,-,-,5
2004,China,CHN,-,-,71
2004,Congo,COG,-,-,462
2004,"Dem. Rep. of the Congo",COD,-,-,1425
2004,Colombia,COL,-,-,2351
2004,Cuba,CUB,-,-,2958
2004,Djibouti,DJI,-,-,6
2004,Ecuador,ECU,-,-,5
2004,"Equatorial Guinea",GNQ,-,-,5
2004,Eritrea,ERI,-,-,550
2004,Estonia,EST,-,-,27
2004,Ethiopia,ETH,-,-,3999
2004,Gambia,GMB,-,-,5
2004,Palestinian,PSE,-,-,8
2004,Georgia,GEO,-,-,40
2004,Ghana,GHA,-,-,24
2004,Guinea,GIN,-,-,84
2004,Haiti,HTI,-,-,17
2004,Croatia,HRV,-,-,121
2004,"Cote d'Ivoire",CIV,-,-,84
2004,India,IND,-,-,32
2004,Indonesia,IDN,-,-,739
2004,"Iran (Islamic Rep. of)",IRN,-,-,3842
2004,Israel,ISR,-,-,16
2004,Jordan,JOR,-,-,11
2004,Kazakhstan,KAZ,-,-,312
2004,Kenya,KEN,-,-,569
2004,Kyrgyzstan,KGZ,-,-,181
2004,Kuwait,KWT,-,-,22
2004,"Lao People's Dem. Rep.",LAO,-,-,6052
2004,Liberia,LBR,-,-,8614
2004,Lebanon,LBN,-,-,78
2004,"Sri Lanka",LKA,-,-,77
2004,Lithuania,LTU,-,-,13
2004,Latvia,LVA,-,-,52
2004,"Rep. of Moldova",MDA,-,-,1711
2004,Malaysia,MYS,-,-,5
2004,Malawi,MWI,-,-,27
2004,Myanmar,MMR,-,-,1829
2004,Nigeria,NGA,-,-,39
2004,Pakistan,PAK,-,-,211
2004,Peru,PER,-,-,5
2004,Philippines,PHL,-,-,5
2004,"Russian Federation",RUS,-,-,1766
2004,Rwanda,RWA,-,-,456
2004,"Sierra Leone",SLE,-,-,2086
2004,Somalia,SOM,-,-,14167
2004,"Viet Nam",VNM,-,-,1024
2004,Stateless,XXA,-,-,15
2004,Sudan,SDN,-,-,12233
2004,"Syrian Arab Rep.",SYR,-,-,62
2004,"United Rep. of Tanzania",TZA,-,-,144
2004,Thailand,THA,-,-,67
2004,Turkmenistan,TKM,-,-,32
2004,Timor-Leste,TLS,-,-,94
2004,Togo,TGO,-,-,78
2004,Turkey,TUR,-,-,30
2004,Uganda,UGA,-,-,213
2004,"Unknown ",,-,-,544
2004,Ukraine,UKR,-,-,3482
2004,Uzbekistan,UZB,-,-,456
2004,Yemen,YEM,-,-,8
2005,Afghanistan,AFG,-,-,5684
2005,"Bosnia and Herzegovina",BIH,-,-,74
2005,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,132
2005,Albania,ALB,-,-,5
2005,Algeria,DZA,-,-,7
2005,Angola,AGO,-,-,29
2005,Egypt,EGY,-,-,295
2005,Armenia,ARM,-,-,91
2005,Azerbaijan,AZE,-,-,359
2005,Burundi,BDI,-,-,1123
2005,Benin,BEN,-,-,5
2005,Belarus,BLR,-,-,445
2005,Cambodia,KHM,-,-,42
2005,"Central African Rep.",CAF,-,-,24
2005,Chad,TCD,-,-,13
2005,China,CHN,-,-,157
2005,Cameroon,CMR,-,-,17
2005,Congo,COG,-,-,221
2005,"Dem. Rep. of the Congo",COD,-,-,1446
2005,Colombia,COL,-,-,2572
2005,"Costa Rica",CRI,-,-,17
2005,Cuba,CUB,-,-,6367
2005,Djibouti,DJI,-,-,32
2005,Ecuador,ECU,-,-,25
2005,"Equatorial Guinea",GNQ,-,-,35
2005,Eritrea,ERI,-,-,782
2005,Estonia,EST,-,-,17
2005,Ethiopia,ETH,-,-,2736
2005,Palestinian,PSE,-,-,28
2005,Georgia,GEO,-,-,35
2005,Ghana,GHA,-,-,38
2005,Guinea,GIN,-,-,156
2005,Haiti,HTI,-,-,25
2005,Honduras,HND,-,-,5
2005,Croatia,HRV,-,-,44
2005,"Cote d'Ivoire",CIV,-,-,102
2005,India,IND,-,-,32
2005,Indonesia,IDN,-,-,140
2005,"Iran (Islamic Rep. of)",IRN,-,-,2891
2005,Iraq,IRQ,-,-,2748
2005,Israel,ISR,-,-,6
2005,Jamaica,JAM,-,-,5
2005,Jordan,JOR,-,-,28
2005,Kazakhstan,KAZ,-,-,90
2005,Kenya,KEN,-,-,297
2005,Kyrgyzstan,KGZ,-,-,69
2005,Kuwait,KWT,-,-,27
2005,"Lao People's Dem. Rep.",LAO,-,-,8523
2005,Liberia,LBR,-,-,5586
2005,Lebanon,LBN,-,-,50
2005,"Sri Lanka",LKA,-,-,39
2005,Lithuania,LTU,-,-,9
2005,Latvia,LVA,-,-,25
2005,Mauritania,MRT,-,-,19
2005,"Rep. of Moldova",MDA,-,-,1016
2005,Malaysia,MYS,-,-,8
2005,Malawi,MWI,-,-,10
2005,Morocco,MAR,-,-,5
2005,Myanmar,MMR,-,-,2863
2005,Namibia,NAM,-,-,12
2005,Nigeria,NGA,-,-,11
2005,Pakistan,PAK,-,-,163
2005,"Russian Federation",RUS,-,-,6134
2005,Rwanda,RWA,-,-,409
2005,"Saudi Arabia",SAU,-,-,5
2005,"Sierra Leone",SLE,-,-,1412
2005,Somalia,SOM,-,-,11112
2005,"Viet Nam",VNM,-,-,2211
2005,Stateless,XXA,-,-,44
2005,Sudan,SDN,-,-,6936
2005,"Syrian Arab Rep.",SYR,-,-,58
2005,"United Rep. of Tanzania",TZA,-,-,339
2005,Thailand,THA,-,-,133
2005,Tajikistan,TJK,-,-,74
2005,Turkmenistan,TKM,-,-,29
2005,Timor-Leste,TLS,-,-,30
2005,Togo,TGO,-,-,72
2005,Tunisia,TUN,-,-,8
2005,Turkey,TUR,-,-,16
2005,Uganda,UGA,-,-,174
2005,"Unknown ",,-,-,293
2005,Ukraine,UKR,-,-,2899
2005,Uzbekistan,UZB,-,-,446
2005,"Venezuela (Bolivarian Republic of)",VEN,-,-,8
2005,Yemen,YEM,-,-,19
2005,Zambia,ZMB,-,-,6
2005,Zimbabwe,ZWE,-,-,10
2006,"Bosnia and Herzegovina",BIH,-,-,23
2006,Colombia,COL,-,-,2663
2006,"Iran (Islamic Rep. of)",IRN,-,-,3957
2006,Iraq,IRQ,-,-,2693
2006,"Sri Lanka",LKA,-,-,117
2006,Somalia,SOM,-,-,11128
2006,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,99
2006,Afghanistan,AFG,-,-,5528
2006,Algeria,DZA,-,-,5
2006,Angola,AGO,-,-,34
2006,Egypt,EGY,-,-,36
2006,Armenia,ARM,-,-,92
2006,Azerbaijan,AZE,-,-,89
2006,Burundi,BDI,-,-,1535
2006,Bhutan,BTN,-,-,19
2006,Belarus,BLR,-,-,350
2006,Cambodia,KHM,-,-,43
2006,"Central African Rep.",CAF,-,-,40
2006,Chad,TCD,-,-,26
2006,China,CHN,-,-,107
2006,Cameroon,CMR,-,-,34
2006,Congo,COG,-,-,431
2006,"Dem. Rep. of the Congo",COD,-,-,2184
2006,"Costa Rica",CRI,-,-,19
2006,Cuba,CUB,-,-,3140
2006,Ecuador,ECU,-,-,27
2006,"Equatorial Guinea",GNQ,-,-,18
2006,Eritrea,ERI,-,-,1167
2006,Estonia,EST,-,-,7
2006,Ethiopia,ETH,-,-,2815
2006,Gambia,GMB,-,-,24
2006,Palestinian,PSE,-,-,7
2006,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,5
2006,Georgia,GEO,-,-,5
2006,Ghana,GHA,-,-,17
2006,Guinea,GIN,-,-,7
2006,Haiti,HTI,-,-,21
2006,"Cote d'Ivoire",CIV,-,-,47
2006,India,IND,-,-,23
2006,Indonesia,IDN,-,-,25
2006,Jordan,JOR,-,-,13
2006,Kazakhstan,KAZ,-,-,124
2006,Kenya,KEN,-,-,17
2006,Kyrgyzstan,KGZ,-,-,27
2006,"Dem. People's Rep. of Korea",PRK,-,-,9
2006,Kuwait,KWT,-,-,34
2006,"Lao People's Dem. Rep.",LAO,-,-,836
2006,Liberia,LBR,-,-,3460
2006,Lebanon,LBN,-,-,15
2006,Latvia,LVA,-,-,21
2006,Mauritania,MRT,-,-,131
2006,"Rep. of Moldova",MDA,-,-,720
2006,Malaysia,MYS,-,-,5
2006,Myanmar,MMR,-,-,5991
2006,Namibia,NAM,-,-,5
2006,Nepal,NPL,-,-,44
2006,Nicaragua,NIC,-,-,5
2006,Nigeria,NGA,-,-,30
2006,Pakistan,PAK,-,-,196
2006,Philippines,PHL,-,-,112
2006,"Russian Federation",RUS,-,-,6237
2006,Rwanda,RWA,-,-,385
2006,"Saudi Arabia",SAU,-,-,12
2006,"Sierra Leone",SLE,-,-,1119
2006,"Viet Nam",VNM,-,-,3276
2006,Stateless,XXA,-,-,76
2006,Sudan,SDN,-,-,6372
2006,"Syrian Arab Rep.",SYR,-,-,70
2006,"United Rep. of Tanzania",TZA,-,-,34
2006,Thailand,THA,-,-,33
2006,Tibetan,TIB,-,-,15
2006,Tajikistan,TJK,-,-,34
2006,Turkmenistan,TKM,-,-,15
2006,Togo,TGO,-,-,34
2006,Tunisia,TUN,-,-,7
2006,Turkey,TUR,-,-,17
2006,Uganda,UGA,-,-,61
2006,"Unknown ",,-,-,34
2006,Ukraine,UKR,-,-,2492
2006,Uzbekistan,UZB,-,-,875
2006,"Venezuela (Bolivarian Republic of)",VEN,-,-,5
2006,Yemen,YEM,-,-,11
2006,Zambia,ZMB,-,-,5
2006,Zimbabwe,ZWE,-,-,39
2007,Afghanistan,AFG,-,-,4025
2007,"Bosnia and Herzegovina",BIH,-,-,7
2007,Iraq,IRQ,-,-,4920
2007,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,175
2007,Algeria,DZA,-,-,5
2007,Angola,AGO,-,-,16
2007,Egypt,EGY,-,-,24
2007,Armenia,ARM,-,-,34
2007,Azerbaijan,AZE,-,-,86
2007,Burundi,BDI,-,-,5414
